ims_org_id,bed_id,license_beds,census_beds,staffed_beds
INS00038983,18,97,95,97
INS00002388,4,11,8,11
INS00002388,5,149,141,149
INS00002388,18,160,149,160
INS00001053,5,312,253,305
INS00001053,4,55,44,53
INS00001053,18,395,320,386
INS00001053,6,28,23,28
INS00038387,8,68,65,68
INS00038387,18,68,65,68
INS00066283,8,135,125,125
INS00066283,18,135,125,125
INS00038024,8,120,114,120
INS00110092,18,99,79,99
INS00110092,8,99,79,99
INS00038024,18,120,114,120
INS00058333,18,62,56,62
INS00058333,14,62,56,62
INS00004524,18,25,10,25
INS00004524,5,20,8,20
INS00004524,4,5,2,5
INS00040512,8,60,57,60
INS00040512,18,60,57,60
INS00039864,18,119,114,119
INS00039864,8,119,114,119
INS00035885,8,18,14,18
INS00035885,18,18,14,18
INS00109602,18,98,45,98
INS00109602,8,98,45,98
INS00112749,8,33,26,26
INS00112749,18,33,26,26
INS00005664,5,196,93,162
INS00005664,4,14,7,12
INS00005664,18,210,100,174
INS00077671,18,45,42,45
INS00077671,8,45,42,45
INS00035120,18,103,69,103
INS00035120,8,103,69,103
INS00494264,18,16,13,16
INS00494264,8,16,13,16
INS00109922,8,110,90,110
INS00109922,18,110,90,110
INS00006209,4,14,7,10
INS00006209,6,15,7,10
INS00006209,12,38,19,26
INS00006209,5,368,183,254
INS00006209,2,8,4,5
INS00006209,18,473,235,326
INS00006209,14,30,15,21
INS00003880,18,25,20,25
INS00003880,5,25,20,25
INS00076666,8,85,73,85
INS00076666,18,85,73,85
INS00564852,18,82,80,82
INS00564852,8,82,80,82
INS00039789,18,200,160,200
INS00039789,8,200,160,200
INS00080118,18,140,120,140
INS00080118,8,140,120,140
INS00033931,18,175,143,150
INS00033931,8,175,143,150
INS00029853,18,90,74,90
INS00029853,8,90,74,90
INS00035970,18,100,96,100
INS00003560,18,25,12,25
INS00003560,5,25,12,25
INS00035970,8,100,96,100
INS00005589,18,59,22,22
INS00005589,5,59,22,22
INS00040647,18,100,93,100
INS00040647,8,100,93,100
INS00494189,18,94,88,94
INS00494189,8,94,88,94
INS00590099,18,99,95,99
INS00590099,8,99,95,99
INS00468722,18,118,94,118
INS00468722,8,118,94,118
INS00000915,18,96,40,96
INS00000915,4,12,5,12
INS00000915,5,84,35,84
INS00409525,18,10,10,10
INS00409525,12,10,10,10
INS00036614,18,75,72,75
INS00036614,8,75,72,75
INS00111824,18,44,40,44
INS00111824,8,44,40,44
INS00114123,8,38,37,38
INS00114123,18,38,37,38
INS00112184,18,196,193,196
INS00112184,8,196,193,196
INS00005984,16,15,9,15
INS00005984,4,30,18,30
INS00005984,5,351,205,351
INS00103514,5,15,8,15
INS00103514,18,15,8,15
INS00005984,18,428,250,428
INS00005984,6,23,13,23
INS00005984,2,9,5,9
INS00506319,5,111,61,111
INS00506319,18,111,61,111
INS00040427,8,106,62,106
INS00040427,18,106,62,106
INS00002240,18,348,296,304
INS00002240,5,278,236,243
INS00002240,1,6,5,5
INS00002240,2,8,7,7
INS00002240,4,56,48,49
INS00644921,18,84,74,84
INS00644921,12,84,74,84
INS00004989,18,23,14,23
INS00004989,5,23,14,23
INS00095293,8,43,23,43
INS00095293,18,43,23,43
INS00006638,5,17,17,17
INS00006638,18,57,57,57
INS00006638,8,40,40,40
INS00002935,5,196,166,196
INS00002935,18,238,201,238
INS00002935,4,42,35,42
INS00113135,18,80,80,80
INS00113135,8,80,80,80
INS00002020,5,165,134,165
INS00002020,18,178,145,178
INS00002020,4,13,11,13
INS00080244,18,144,100,144
INS00080244,8,144,100,144
INS00035834,18,179,150,179
INS00035834,8,179,150,179
INS00038353,18,67,60,67
INS00038353,8,67,60,67
INS00544686,18,53,16,53
INS00046246,8,120,113,120
INS00544686,5,53,16,53
INS00046246,18,120,113,120
INS00006764,8,33,4,33
INS00006764,5,20,14,20
INS00006764,18,353,195,353
INS00491842,18,60,58,60
INS00491842,8,60,58,60
INS00058330,18,108,95,108
INS00089294,14,31,17,31
INS00089294,18,31,17,31
INS00058330,8,108,95,108
INS00005922,18,25,21,25
INS00005922,5,25,21,25
INS00004566,5,125,65,125
INS00004566,18,125,65,125
INS00001313,5,185,92,102
INS00001313,4,28,14,16
INS00001313,18,225,112,125
INS00001313,6,12,6,7
INS00110225,18,161,146,146
INS00110225,8,161,146,146
INS00067664,8,125,108,125
INS00067664,18,125,108,125
INS00037250,8,43,43,43
INS00037250,18,43,43,43
INS00035286,8,92,70,92
INS00035286,18,92,70,92
INS00112761,8,121,115,121
INS00112761,18,121,115,121
INS00037625,8,80,77,80
INS00037625,18,80,77,80
INS00033985,18,150,148,150
INS00033985,8,150,148,150
INS00038543,8,140,129,140
INS00038543,18,140,129,140
INS00002258,18,33,15,33
INS00002258,5,33,15,33
INS00644939,18,74,0,74
INS00644939,12,74,0,74
INS00498770,18,18,8,18
INS00498770,5,18,8,18
INS00011336,18,318,250,270
INS00108804,18,77,50,77
INS00108804,8,77,50,77
INS00011336,12,318,250,270
INS00076049,8,130,110,130
INS00041065,18,96,56,56
INS00076049,18,130,110,130
INS00041065,8,96,56,56
INS00034254,18,120,104,120
INS00034254,8,120,104,120
INS00080405,18,62,55,62
INS00080405,8,62,55,62
INS00074851,18,81,71,81
INS00037710,8,111,78,111
INS00037710,18,111,78,111
INS00074851,8,81,71,81
INS00006550,5,252,163,163
INS00006550,4,34,22,22
INS00006550,18,286,185,185
INS00108895,8,20,20,20
INS00007790,14,75,55,75
INS00007790,18,75,55,75
INS00108895,18,20,20,20
INS00035646,8,45,35,45
INS00035646,18,45,35,45
INS00412933,5,8,3,8
INS00110310,18,19,17,19
INS00074255,8,98,95,98
INS00074255,18,98,95,98
INS00110310,8,19,17,19
INS00412933,18,8,3,8
INS00080357,8,52,33,52
INS00080357,18,52,33,52
INS00002718,5,87,68,87
INS00002718,4,5,4,5
INS00002718,18,92,72,92
INS00011080,14,22,21,22
INS00011080,18,172,165,172
INS00011080,16,150,144,150
INS00110341,8,21,9,21
INS00110341,18,21,9,21
INS00000593,5,47,21,47
INS00034242,18,60,50,60
INS00000593,4,6,1,6
INS00034242,8,60,50,60
INS00000593,18,53,22,53
INS00034197,8,131,45,131
INS00034197,18,131,45,131
INS00111393,18,62,60,62
INS00078442,18,136,130,136
INS00078442,8,136,130,136
INS00111393,8,62,60,62
INS00037741,8,85,75,85
INS00037741,18,85,75,85
INS00040499,8,120,65,120
INS00040499,18,120,65,120
INS00079878,18,50,48,50
INS00079878,8,50,48,50
INS00011111,12,105,47,71
INS00011111,18,105,47,71
INS00034702,18,142,120,120
INS00034702,16,142,120,120
INS00034765,8,63,55,63
INS00034765,18,63,55,63
INS00492595,18,99,90,99
INS00492595,8,99,90,99
INS00001660,4,9,7,9
INS00001660,18,71,54,71
INS00001660,5,62,47,62
INS00001064,5,86,26,86
INS00001064,4,6,2,6
INS00001064,18,100,30,100
INS00001064,16,8,2,8
INS00079464,18,65,45,65
INS00079464,8,65,45,65
INS00114972,8,46,37,46
INS00590143,18,99,80,99
INS00114972,18,46,37,46
INS00590143,5,99,80,99
INS00034714,18,122,95,122
INS00037381,8,150,142,150
INS00037381,18,150,142,150
INS00034714,8,122,95,122
INS00006190,18,25,12,15
INS00006190,5,25,12,15
INS00079492,18,100,80,100
INS00079492,8,100,80,100
INS00091229,8,37,33,37
INS00091229,18,37,33,37
INS00652121,18,21,18,21
INS00652121,12,21,18,21
INS00646787,8,300,280,300
INS00646787,18,300,280,300
INS00111302,8,31,30,31
INS00111302,18,31,30,31
INS00011440,18,26,18,26
INS00011440,14,26,18,26
INS00005777,4,12,5,7
INS00005777,5,102,41,61
INS00005777,16,34,14,20
INS00005777,18,148,60,88
INS00038788,8,180,175,180
INS00038788,18,180,175,180
INS00080817,18,116,100,116
INS00080817,8,116,100,116
INS00037063,8,120,114,120
INS00037063,18,120,114,120
INS00073994,12,72,50,65
INS00073994,18,72,50,65
INS00075359,8,92,85,92
INS00075359,18,92,85,92
INS00004073,4,25,13,23
INS00004073,18,241,120,216
INS00004073,5,216,107,193
INS00039650,18,100,96,100
INS00039650,8,100,96,100
INS00113870,18,40,20,40
INS00113870,8,40,20,40
INS00038112,18,70,60,70
INS00038112,8,70,60,70
INS00005750,5,22,9,22
INS00005750,4,3,1,3
INS00005750,18,25,10,25
INS00005993,6,29,29,29
INS00005993,18,518,515,518
INS00005993,4,56,56,56
INS00005993,5,433,430,433
INS00606222,12,62,20,25
INS00606222,18,62,20,25
INS00040426,18,173,120,173
INS00040426,8,173,120,173
INS00004230,18,25,20,25
INS00004230,4,2,2,2
INS00004230,5,23,18,23
INS00108916,18,28,28,28
INS00108916,8,28,28,28
INS00646811,18,20,20,20
INS00646811,5,20,20,20
INS00004373,5,21,11,21
INS00004373,4,4,2,4
INS00004373,18,25,13,25
INS00038130,18,50,47,50
INS00038130,8,50,47,50
INS00112250,18,160,147,160
INS00112250,8,160,147,160
INS00004045,5,48,20,48
INS00000894,5,160,125,160
INS00000894,18,192,150,192
INS00000894,4,32,25,32
INS00040712,18,104,78,90
INS00040712,8,104,78,90
INS00111469,8,60,54,60
INS00111469,18,60,54,60
INS00034261,18,70,51,70
INS00034261,8,70,51,70
INS00491448,5,40,34,40
INS00491448,18,40,34,40
INS00111826,8,43,33,43
INS00345311,18,155,146,155
INS00111826,18,43,33,43
INS00345311,8,155,146,155
INS00039905,8,99,88,99
INS00039905,18,99,88,99
INS00035963,18,109,104,109
INS00035963,8,109,104,109
INS00000546,5,100,77,100
INS00000546,16,29,22,29
INS00000546,4,15,11,15
INS00000546,18,144,110,144
INS00035367,18,92,90,92
INS00035367,8,92,90,92
INS00113100,18,56,43,56
INS00113100,8,56,43,56
INS00034721,18,82,60,60
INS00034721,8,82,60,60
INS00111366,18,50,44,50
INS00111366,8,50,44,50
INS00003162,5,23,5,23
INS00528007,18,41,32,41
INS00003162,18,23,5,23
INS00599653,18,120,75,120
INS00599653,5,120,75,120
INS00528007,8,41,32,41
INS00077717,18,71,70,71
INS00077717,8,71,70,71
INS00111962,8,100,90,100
INS00111962,18,100,90,100
INS00003649,2,29,20,29
INS00003649,4,29,20,29
INS00003649,5,236,160,236
INS00003649,18,294,200,294
INS00033884,8,115,110,115
INS00033884,18,115,110,115
INS00035645,18,40,38,40
INS00035645,8,40,38,40
INS00075811,8,99,78,99
INS00075811,18,99,78,99
INS00001888,5,106,80,106
INS00001888,4,13,10,13
INS00001888,18,119,90,119
INS00109857,18,200,160,200
INS00109857,8,200,160,200
INS00112203,8,120,117,120
INS00112203,18,120,117,120
INS00489092,18,23,23,23
INS00110124,8,172,142,170
INS00110124,18,172,142,170
INS00489092,5,23,23,23
INS00002407,5,114,63,67
INS00002407,18,130,72,76
INS00002407,6,5,3,3
INS00002407,4,11,6,6
INS00584775,18,34,29,34
INS00584775,5,34,29,34
INS00074439,18,59,56,59
INS00074439,8,59,56,59
INS00006764,9,300,177,300
INS00074681,8,115,109,115
INS00074681,18,115,109,115
INS00075431,18,178,164,178
INS00075431,8,178,164,178
INS00112494,18,141,129,141
INS00112494,8,141,129,141
INS00038268,18,120,118,120
INS00038268,8,120,118,120
INS00040563,18,52,51,52
INS00040563,8,52,51,52
INS00113355,18,62,56,62
INS00113355,8,62,56,62
INS00040481,8,118,98,118
INS00040481,18,118,98,118
INS00035916,8,42,41,42
INS00035916,18,42,41,42
INS00036304,8,94,80,94
INS00036304,18,94,80,94
INS00506225,18,71,60,71
INS00506225,12,71,60,71
INS00109777,8,97,84,97
INS00109777,18,97,84,97
INS00035430,18,113,100,100
INS00035430,8,113,100,100
INS00038133,18,166,160,166
INS00038133,8,166,160,166
INS00006444,4,9,6,9
INS00006444,18,120,93,120
INS00006444,5,111,87,111
INS00000646,18,130,38,60
INS00000646,16,28,8,13
INS00000646,4,9,3,4
INS00000646,5,93,27,43
INS00106697,18,114,50,114
INS00001140,4,30,17,30
INS00106697,5,114,50,114
INS00001140,6,6,3,6
INS00001140,5,176,100,176
INS00001140,18,212,120,212
INS00076582,8,58,45,58
INS00076582,18,58,45,58
INS00034626,18,62,53,62
INS00034626,8,62,53,62
INS00611276,4,15,6,15
INS00611276,18,30,11,30
INS00611276,5,15,5,15
INS00039525,8,165,157,157
INS00039525,18,165,157,157
INS00036075,18,80,79,80
INS00036075,8,80,79,80
INS00036759,8,99,90,90
INS00036759,18,99,90,90
INS00528043,8,118,98,118
INS00528043,18,118,98,118
INS00109293,18,60,59,60
INS00109293,8,60,59,60
INS00080172,18,67,46,67
INS00113243,18,110,107,110
INS00080172,8,67,46,67
INS00113243,8,110,107,110
INS00034689,8,124,124,124
INS00034689,18,124,124,124
INS00111595,18,140,132,140
INS00111595,8,140,132,140
INS00140837,18,181,155,181
INS00140837,8,181,155,181
INS00114698,8,118,110,118
INS00114698,18,118,110,118
INS00077041,18,160,156,160
INS00077041,8,160,156,160
INS00109693,18,44,41,44
INS00109693,8,44,41,44
INS00036539,8,59,55,59
INS00036539,18,59,55,59
INS00040163,18,180,180,180
INS00075767,18,221,200,221
INS00075767,8,221,200,221
INS00040163,8,180,180,180
INS00111969,18,142,80,142
INS00111969,8,142,80,142
INS00003106,4,13,7,7
INS00003106,16,37,19,19
INS00003106,18,173,90,90
INS00003106,5,123,64,64
INS00111906,8,20,17,20
INS00111906,18,20,17,20
INS00035340,8,162,140,162
INS00035340,18,162,140,162
INS00003889,5,14,3,14
INS00003889,18,14,3,14
INS00106926,18,52,16,32
INS00106926,5,52,16,32
INS00035204,8,156,148,156
INS00001322,4,15,7,15
INS00035204,18,156,148,156
INS00001322,18,167,80,167
INS00001322,5,152,73,152
INS00564513,18,24,20,24
INS00491837,18,81,68,81
INS00564513,5,24,20,24
INS00491837,8,81,68,81
INS00506288,18,146,60,70
INS00506288,12,146,60,70
INS00001004,5,18,10,18
INS00001004,18,18,10,18
INS00646841,9,52,35,52
INS00646841,18,52,35,52
INS00109639,18,120,93,114
INS00109639,8,120,93,114
INS00076182,18,74,70,74
INS00076182,8,74,70,74
INS00036530,8,180,160,180
INS00036530,18,180,160,180
INS00592905,18,24,10,24
INS00592905,5,24,10,24
INS00001651,5,50,19,50
INS00001651,18,54,20,54
INS00001651,2,4,1,4
INS00002986,5,177,129,160
INS00002986,4,60,43,54
INS00002986,2,8,6,7
INS00002986,6,21,14,18
INS00002986,18,266,192,239
INS00113186,8,99,96,99
INS00113186,18,99,96,99
INS00110156,8,305,301,305
INS00080487,8,76,36,36
INS00080487,18,76,36,36
INS00110156,18,305,301,305
INS00113423,18,29,27,29
INS00113423,8,29,27,29
INS00112278,8,65,57,65
INS00112278,18,65,57,65
INS00365910,18,48,30,48
INS00365910,14,48,30,48
INS00034711,8,170,156,170
INS00034711,18,170,156,170
INS00113945,18,37,37,37
INS00113945,8,37,37,37
INS00004938,18,25,6,25
INS00004938,5,25,6,25
INS00076748,8,48,40,48
INS00076748,18,48,40,48
INS00039345,18,60,56,60
INS00039345,8,60,56,60
INS00534617,5,41,20,41
INS00534617,18,41,20,41
INS00109239,8,70,58,70
INS00109239,18,70,58,70
INS00074630,18,163,99,163
INS00074630,8,163,99,163
INS00076348,8,50,42,50
INS00076348,18,50,42,50
INS00035967,18,73,70,73
INS00035967,8,73,70,73
INS00078325,18,60,59,60
INS00078325,8,60,59,60
INS00040430,8,69,50,50
INS00040430,18,69,50,50
INS00003644,5,356,203,256
INS00003644,16,39,22,28
INS00003644,4,43,25,31
INS00003644,18,438,250,315
INS00074993,8,58,55,58
INS00006692,9,20,20,20
INS00006692,5,80,75,80
INS00006692,8,61,61,61
INS00006692,18,180,175,180
INS00006692,12,19,19,19
INS00074993,18,58,55,58
INS00038552,8,110,90,110
INS00038552,18,110,90,110
INS00075428,18,156,155,156
INS00075428,8,156,155,156
INS00005931,18,56,41,48
INS00005931,5,25,15,17
INS00005931,16,31,26,31
INS00457212,8,241,89,103
INS00457212,5,26,9,11
INS00004045,18,48,20,48
INS00039732,18,120,115,120
INS00004533,18,206,100,206
INS00039732,8,120,115,120
INS00004533,5,171,83,171
INS00004533,16,18,9,18
INS00004533,4,17,8,17
INS00112845,8,62,32,32
INS00112845,18,62,32,32
INS00112410,18,100,95,100
INS00112410,8,100,95,100
INS00036223,18,240,219,240
INS00036223,8,240,219,240
INS00440250,18,21,20,21
INS00440250,5,21,20,21
INS00038707,8,43,43,43
INS00038707,18,43,43,43
INS00005693,4,39,19,21
INS00005693,5,200,96,109
INS00005693,18,239,115,130
INS00113570,8,54,53,54
INS00113570,18,54,53,54
INS00038265,18,104,99,104
INS00038265,8,104,99,104
INS00037441,18,120,72,120
INS00037441,8,120,72,120
INS00003541,16,62,33,62
INS00003541,5,59,32,59
INS00003541,18,125,67,125
INS00003541,4,4,2,4
INS00039565,18,226,210,226
INS00039565,8,226,210,226
INS00005665,18,356,210,260
INS00006242,18,30,12,30
INS00005665,4,26,15,19
INS00006242,5,30,12,30
INS00005665,5,330,195,241
INS00077328,8,120,114,120
INS00077328,18,120,114,120
INS00345137,8,200,186,186
INS00345137,18,200,186,186
INS00040728,18,184,160,184
INS00040728,8,184,160,184
INS00074628,18,120,113,120
INS00074628,8,120,113,120
INS00014931,5,58,41,58
INS00014931,18,58,41,58
INS00038247,8,110,80,110
INS00038247,18,110,80,110
INS00005390,18,250,125,250
INS00005390,4,17,8,17
INS00005390,5,233,117,233
INS00114754,8,106,102,106
INS00114754,18,106,102,106
INS00039885,18,99,80,99
INS00039885,8,99,80,99
INS00109456,8,98,64,98
INS00109456,18,98,64,98
INS00006557,5,25,12,25
INS00006557,18,25,12,25
INS00082079,8,96,94,96
INS00040646,8,276,254,276
INS00082079,18,96,94,96
INS00040646,18,276,254,276
INS00542049,5,54,35,54
INS00542049,18,54,35,54
INS00585027,12,18,16,18
INS00112165,18,150,143,150
INS00112165,8,150,143,150
INS00585027,18,18,16,18
INS00077156,18,106,100,106
INS00077156,8,106,100,106
INS00003953,18,537,425,537
INS00080025,8,54,52,54
INS00003953,16,16,13,16
INS00080025,18,54,52,54
INS00003953,6,75,59,75
INS00003953,2,21,17,21
INS00003953,5,386,305,386
INS00003953,4,39,31,39
INS00077936,18,111,95,111
INS00077936,8,111,95,111
INS00039483,18,70,55,70
INS00039483,8,70,55,70
INS00006197,2,13,10,13
INS00006197,6,13,10,13
INS00006197,5,462,344,462
INS00006197,4,48,36,48
INS00006197,18,536,400,536
INS00036305,8,99,80,99
INS00036305,18,99,80,99
INS00110501,8,79,71,79
INS00110501,18,79,71,79
INS00003433,4,4,2,4
INS00003433,5,21,13,21
INS00003433,18,25,15,25
INS00646780,8,50,50,50
INS00646780,18,50,50,50
INS00075488,18,105,90,105
INS00075488,8,105,90,105
INS00113201,8,118,108,118
INS00113201,18,118,108,118
INS00036005,8,140,125,140
INS00036005,18,140,125,140
INS00003733,18,120,36,95
INS00003733,4,8,3,7
INS00003733,5,112,33,88
INS00040286,8,300,281,300
INS00074776,8,300,264,300
INS00074776,18,300,264,300
INS00040286,18,300,281,300
INS00062544,8,180,169,180
INS00062544,18,180,169,180
INS00080110,18,88,72,88
INS00080110,8,88,72,88
INS00106707,5,86,79,86
INS00106707,18,92,84,92
INS00106707,4,6,5,6
INS00039867,18,78,60,78
INS00039867,8,78,60,78
INS00345273,8,160,148,160
INS00345273,18,160,148,160
INS00074848,8,135,126,135
INS00074848,18,135,126,135
INS00034190,8,101,70,101
INS00034190,18,101,70,101
INS00606077,5,102,0,0
INS00606077,18,102,0,0
INS00006414,5,20,12,20
INS00006414,18,25,15,25
INS00006414,4,5,3,5
INS00636554,18,124,80,124
INS00636554,8,124,80,124
INS00035341,18,131,124,131
INS00035341,8,131,124,131
INS00109992,18,161,149,161
INS00109992,8,161,149,161
INS00109396,18,120,101,120
INS00109396,8,120,101,120
INS00090489,2,2,2,2
INS00040574,18,163,122,163
INS00090489,12,45,40,45
INS00090489,16,1,1,1
INS00090489,18,60,55,60
INS00090489,6,6,6,6
INS00040574,8,163,122,163
INS00090489,4,6,6,6
INS00035490,18,152,115,152
INS00035490,8,152,115,152
INS00075819,18,75,69,75
INS00075819,8,75,69,75
INS00006765,18,109,73,109
INS00006765,8,50,50,50
INS00006765,12,8,8,8
INS00006765,5,51,15,51
INS00006702,16,20,20,0
INS00006702,8,40,7,33
INS00006702,12,55,23,32
INS00006702,5,139,93,76
INS00006702,18,289,150,169
INS00457212,12,186,65,80
INS00457212,18,483,174,207
INS00457212,9,30,11,13
INS00590090,18,80,59,80
INS00590090,5,80,59,80
INS00011245,18,105,70,70
INS00011245,12,105,70,70
INS00049719,8,137,128,137
INS00049719,18,137,128,137
INS00036985,8,80,77,80
INS00036985,18,80,77,80
INS00119307,18,116,89,95
INS00119307,12,116,89,95
INS00110509,8,46,42,46
INS00110509,18,46,42,46
INS00008229,18,108,85,108
INS00008229,14,108,85,108
INS00035427,18,50,45,50
INS00035427,8,50,45,50
INS00004206,5,24,7,18
INS00004206,18,24,7,18
INS00080518,8,114,82,114
INS00079814,18,90,85,90
INS00080518,18,114,82,114
INS00079814,8,90,85,90
INS00001095,5,281,181,281
INS00001095,18,310,200,310
INS00001095,6,7,5,7
INS00083029,8,120,91,120
INS00083029,18,120,91,120
INS00001095,4,22,14,22
INS00075594,8,129,105,129
INS00075594,18,129,105,129
INS00064926,8,60,53,60
INS00064926,18,60,53,60
INS00034444,8,174,92,145
INS00034444,18,174,92,145
INS00002448,5,326,280,317
INS00002448,18,361,310,351
INS00002448,4,35,30,34
INS00035295,8,448,430,448
INS00035295,18,448,430,448
INS00261754,18,21,10,21
INS00261754,14,21,10,21
INS00009718,18,60,58,60
INS00009718,8,60,58,60
INS00109740,8,110,83,110
INS00109740,18,110,83,110
INS00110301,8,194,171,194
INS00110301,18,194,171,194
INS00037105,8,86,83,86
INS00114910,18,241,219,241
INS00114910,8,241,219,241
INS00037105,18,86,83,86
INS00111640,8,35,35,35
INS00111640,18,35,35,35
INS00002633,4,6,3,6
INS00002633,5,50,22,50
INS00002633,18,56,25,56
INS00038467,18,60,59,60
INS00038467,8,60,59,60
INS00078451,8,200,190,200
INS00078451,18,200,190,200
INS00000884,2,9,8,9
INS00000884,5,336,285,336
INS00000884,4,38,32,38
INS00000884,18,383,325,383
INS00262251,8,120,113,120
INS00262251,18,120,113,120
INS00578316,5,13,9,13
INS00578316,18,13,9,13
INS00075770,8,156,145,156
INS00075770,18,156,145,156
INS00005109,18,285,179,285
INS00005109,5,242,152,242
INS00005109,4,43,27,43
INS00113217,18,115,106,115
INS00113217,8,115,106,115
INS00112924,8,128,121,128
INS00112924,18,128,121,128
INS00005746,18,25,15,25
INS00005746,4,2,1,2
INS00005746,5,23,14,23
INS00006212,4,14,12,14
INS00075513,18,80,38,80
INS00006212,18,261,208,254
INS00075513,8,80,38,80
INS00006212,5,247,196,240
INS00114981,18,90,86,90
INS00001177,18,20,10,20
INS00001177,5,20,10,20
INS00114981,8,90,86,90
INS00520506,5,60,47,60
INS00006181,5,24,12,24
INS00520506,18,60,47,60
INS00006181,18,24,12,24
INS00075194,18,120,106,120
INS00075194,8,120,106,120
INS00080169,8,172,120,172
INS00080169,18,172,120,172
INS00075205,8,120,119,120
INS00075205,18,120,119,120
INS00035129,8,53,47,53
INS00039738,8,104,98,104
INS00039738,18,104,98,104
INS00035129,18,53,47,53
INS00405295,18,26,15,26
INS00405295,5,26,15,26
INS00037196,18,100,96,100
INS00037196,8,100,96,100
INS00034680,18,175,170,175
INS00034680,8,175,170,175
INS00078855,18,96,86,96
INS00078855,8,96,86,96
INS00084778,8,77,64,77
INS00084778,18,77,64,77
INS00084415,5,244,226,244
INS00084415,18,244,226,244
INS00074246,18,137,101,137
INS00074246,8,137,101,137
INS00109065,8,40,32,40
INS00109065,18,40,32,40
INS00036747,8,162,148,162
INS00036747,18,162,148,162
INS00079773,18,25,24,25
INS00079773,8,25,24,25
INS00109365,18,99,72,99
INS00109365,8,99,72,99
INS00001753,5,66,18,35
INS00001753,4,5,2,3
INS00001753,18,71,20,38
INS00001533,5,52,26,52
INS00001533,18,60,30,60
INS00001533,4,8,4,8
INS00006711,12,60,30,30
INS00006711,8,84,44,40
INS00006711,16,8,8,8
INS00006711,14,43,43,43
INS00006711,18,312,175,188
INS00006711,5,117,50,67
INS00112401,18,57,55,57
INS00112401,8,57,55,57
INS00036447,18,60,58,60
INS00036447,8,60,58,60
INS00003572,5,25,10,25
INS00003572,18,25,10,25
INS00584740,18,12,12,12
INS00584740,14,12,12,12
INS00115036,8,41,29,39
INS00115036,18,41,29,39
INS00040295,18,120,98,120
INS00040295,8,120,98,120
INS00006626,9,78,78,78
INS00006626,8,226,226,226
INS00006626,16,26,26,26
INS00006626,18,381,381,381
INS00006626,12,10,10,10
INS00006626,5,41,41,41
INS00266691,18,92,86,92
INS00266691,12,92,86,92
INS00106685,5,42,35,42
INS00073425,8,463,420,463
INS00106685,18,50,42,50
INS00106685,4,8,7,8
INS00073425,18,463,420,463
INS00345106,18,120,120,120
INS00345106,8,120,120,120
INS00112241,18,188,146,188
INS00112241,8,188,146,188
INS00109150,8,195,165,195
INS00109150,18,195,165,195
INS00001968,5,126,85,126
INS00001968,18,137,92,137
INS00001968,4,11,7,11
INS00034692,8,78,75,78
INS00034692,18,78,75,78
INS00006702,14,35,7,28
INS00113262,18,118,105,118
INS00113262,8,118,105,118
INS00114679,8,90,54,90
INS00114679,18,90,54,90
INS00109964,18,118,77,118
INS00109964,8,118,77,118
INS00002762,5,61,18,61
INS00002762,4,14,4,14
INS00002762,18,75,22,75
INS00566174,8,50,30,50
INS00566174,18,50,30,50
INS00006465,18,180,100,180
INS00006465,4,22,12,22
INS00006465,6,7,4,7
INS00006465,5,151,84,151
INS00040268,18,130,125,130
INS00040268,8,130,125,130
INS00109664,8,98,94,98
INS00109664,18,98,94,98
INS00114979,18,120,93,120
INS00114979,8,120,93,120
INS00039783,8,90,88,90
INS00039783,18,90,88,90
INS00035121,8,100,66,100
INS00035121,18,100,66,100
INS00410652,18,74,72,74
INS00410652,8,74,72,74
INS00103874,18,16,16,16
INS00103874,14,16,16,16
INS00001618,18,249,120,190
INS00001618,5,217,105,166
INS00001618,4,32,15,24
INS00036674,8,140,97,97
INS00036674,18,140,97,97
INS00112277,18,149,145,149
INS00112277,8,149,145,149
INS00005457,18,35,15,35
INS00005457,4,1,0,1
INS00005457,5,9,4,9
INS00005457,16,25,11,25
INS00039659,18,120,104,104
INS00113434,8,179,174,179
INS00039659,8,120,104,104
INS00113434,18,179,174,179
INS00005142,1,21,16,20
INS00005142,3,39,30,38
INS00005142,18,368,290,362
INS00005142,5,230,183,228
INS00005142,4,30,23,29
INS00005142,16,48,38,47
INS00000820,16,17,4,17
INS00000820,5,8,2,8
INS00000820,18,25,6,25
INS00004641,4,20,11,20
INS00004641,6,4,2,4
INS00004641,18,165,91,165
INS00004641,5,141,78,141
INS00075132,8,82,75,82
INS00112737,8,92,89,92
INS00075132,18,82,75,82
INS00112737,18,92,89,92
INS00112259,18,24,22,24
INS00039834,8,100,88,100
INS00039834,18,100,88,100
INS00112259,8,24,22,24
INS00001176,4,39,30,39
INS00001176,18,174,135,174
INS00001176,5,135,105,135
INS00005097,5,302,204,302
INS00005097,18,371,250,371
INS00005097,4,39,26,39
INS00005097,3,30,20,30
INS00079431,18,96,67,96
INS00079431,8,96,67,96
INS00004917,18,37,29,37
INS00004917,8,20,16,20
INS00004917,5,17,13,17
INS00112461,18,399,339,399
INS00112461,8,399,339,399
INS00039299,8,39,39,39
INS00039299,18,39,39,39
INS00077011,8,66,65,66
INS00077011,18,66,65,66
INS00113422,8,60,50,60
INS00113422,18,60,50,60
INS00011380,5,212,150,158
INS00011380,18,212,150,158
INS00112443,18,195,165,195
INS00112443,8,195,165,195
INS00004281,18,40,10,25
INS00004281,5,40,10,25
