ims_org_id,business_name,ttl_license_beds,ttl_census_beds,ttl_staffed_beds,bed_cluster_id
INS00040314,Royal Nursing Center,121,110,121,2
INS00040315,Parker Jewish Institute for Health Care and Rehabilitation,527,517,527,6
INS00040318,Green Valley Nursing and Rehabilitation Center,150,100,150,1
INS00040319,Foxdale Village,45,32,45,1
INS00040324,Maunalani Nursing and Rehabilitation Center,100,97,100,1
INS00040325,Tennessee State Veterans Home,140,135,140,2
INS00040326,Tunica Convalescent Center,60,59,60,1
INS00040330,Iroquois Nursing Home,160,150,160,2
INS00040332,"Four Seasons Living Center, LLC",239,229,239,3
INS00040335,Country Club Care Center,73,70,73,1
INS00040336,Life Care Center of Coeur d Alene,120,95,120,1
INS00040337,Clark Retirement Community,111,105,111,2
INS00040338,Village Creek Rehabilitation and Nursing Center,114,90,114,1
INS00040342,Golden LivingCenter Lanett,85,76,85,1
INS00040343,NHC Healthcare Anniston,151,145,151,2
INS00040344,Hanceville Nursing and Rehabilitation,208,200,208,2
INS00040345,Lighthouse Rehabilitation and Healthcare Center,68,53,68,1
INS00040346,Burns Nursing Home,57,51,57,1
INS00040347,"Generation Management Company, LLC",85,78,85,1
INS00040348,Jefferson Rehabilitation and Health Center,238,130,238,2
INS00040349,Colonial Haven Care and Rehabilitation Center,97,90,97,1
INS00040350,Fairview Health and Rehabilitation Center,163,130,163,2
INS00040351,Golden LivingCenter Meadowood,180,163,180,2
INS00040353,Saint Martins In the Pines,138,130,138,2
INS00040354,Golden LivingCenter Riverchase,130,123,130,2
INS00040355,High Lands Center for Nursing and Rehabilitation,114,93,114,1
INS00040356,Florence Nursing and Rehabilitation Center,141,115,141,2
INS00040357,NHC HealthCare Moulton,136,117,136,2
INS00040358,Golden LivingCenter Winfield,123,117,117,2
INS00040359,Athens Convalescent Center Inc,149,136,149,2
INS00040360,Big Springs Specialty Care Center,135,116,135,2
INS00040361,Allen Memorial Home,119,106,119,2
INS00040362,Grand Bay Convalescent Rehabilitation Center,91,85,91,1
INS00040363,Springhill Manor Nursing Home,34,32,34,1
INS00040364,"Southern Care, LLC",71,71,71,1
INS00040365,Golden LivingCenter Boaz,105,94,105,1
INS00040366,Albertville Nursing Home Rehabilitation Select,159,156,159,2
INS00040367,South Haven Health and Rehabilitation Center,102,85,102,1
INS00040368,Aliceville Manor Nursing Home,100,89,100,1
INS00040369,"John Knox Manor, Inc",98,70,98,1
INS00040370,Cedar Crest,121,105,121,2
INS00040372,Golden LivingCenter Pell City,94,87,94,1
INS00040374,"Forest Manor, Inc",182,170,182,2
INS00040375,"Camden Nursing Facility, Inc",95,75,95,1
INS00040377,Providence Seward Mountain Haven,40,30,40,1
INS00040380,Hacienda Skilled Nursing Facility,74,51,74,1
INS00040382,Sierra Winds,70,60,70,1
INS00040383,Kindred Transitional Care and Rehabilitation-Kachina Point,111,90,111,1
INS00040384,La Solana Care and Rehabilitation Center,64,56,64,1
INS00040385,Kindred Nursing and Rehabilitation Hacienda,100,89,100,1
INS00040386,The Terraces of Phoenix,64,63,64,1
INS00040387,Grace Healthcare of Phoenix,100,87,100,1
INS00040388,Capri at the Point Rehab,133,90,103,1
INS00040389,Desert Terrace Health Care Center,108,75,108,1
INS00040390,Heritage Health Care Center,96,86,96,1
INS00040391,Osborn Health and Rehabilitation Center,130,100,130,1
INS00040392,Maryland Gardens Care Center,60,58,60,1
INS00040393,Scottsdale Heritage Court,59,51,59,1
INS00040394,Pecos Healthcare,120,102,102,2
INS00040395,TCU at Trillium Specialty Hospital East Valley,120,97,120,1
INS00040396,Sun City Health and Rehabilitation Center,118,95,107,1
INS00040400,Citadel Care Center,128,102,113,2
INS00040401,Phoenix Mountain Nursing Center,130,122,130,2
INS00040402,Desert Blossom Health and Rehab Center,106,106,106,2
INS00040403,Westchester Campus of Care,111,95,111,1
INS00040404,Scottsdale Village Square,140,123,140,2
INS00040405,Scottsdale Nursing and Rehabilitation Center,90,54,82,1
INS00040406,Plaza Del Rio Care Center,128,108,115,2
INS00040408,Coronado Care Center,191,175,191,2
INS00040409,"Desert Highlands Care Center, LLC",120,85,120,1
INS00040410,Catalina Care and Rehabilitation Center,94,81,94,1
INS00040411,"Villa Maria Care Center, LLC",83,66,66,1
INS00040412,Sabino Canyon Rehabililtation and Care Center,112,94,112,1
INS00040413,Park Avenue Healthcare and Rehabilitation,200,119,200,2
INS00040414,Plaza Health Care,179,152,179,2
INS00040415,Foothills Rehabilitation Center,148,125,148,2
INS00040416,Santa Rosa Care Center,141,138,141,2
INS00040418,Verde Vista Care and Rehabilitation,118,61,118,1
INS00040419,Desert Life Rehabilitation and Care Center,240,160,240,2
INS00040420,Life Care Center of Yuma,128,95,128,1
INS00040421,Meadow Park Care Center,63,60,63,1
INS00040422,Las Fuentes Care Center,128,93,128,1
INS00040423,La Mesa Care and Rehabilitation center,120,110,120,2
INS00040424,Brighton Gardens of Scottsdale,32,26,32,1
INS00040425,Meadowview Healthcare and Rehabilitation,105,77,105,1
INS00040426,Arkansas Nursing and Rehabilitation Center,173,120,173,2
INS00040427,"Pine Hills Health and Rehabilitation, LLC",106,62,106,1
INS00040428,Crestpark of Helena,110,65,110,1
INS00040430,Mena Manor,69,50,50,1
INS00040434,Woodland Hills Healthcare and Rehabilitation,145,112,145,2
INS00040436,Stoneybrook Health and Rehabilitation Center,103,70,103,1
INS00040437,Hudson Memorial Nursing Home,108,86,108,1
INS00040440,Hillsboro Manor Life Care Center,122,76,122,1
INS00040441,Oak Ridge Nursing Home and Rehab,180,125,180,2
INS00040442,Searcy Healthcare Center,245,171,245,2
INS00040443,Homestead Manor,116,54,116,1
INS00040444,"Northport Health Services of Arkansas, LLC",140,138,138,2
INS00040445,"Cave City Nursing Home, Inc",90,82,90,1
INS00040446,Conway Lakes Health and Rehabilitation Center,120,102,120,2
INS00040447,New Hope Health and Rehabilitation,140,80,140,1
INS00040449,Mountain Home Good Samaritan Village of Mountain Home,70,68,70,1
INS00040451,Magnolia Health and Rehab,140,105,140,2
INS00040452,Progressive Eldercare Services,88,64,88,1
INS00040453,"Apple Ridge Health and Rehabilitation, LLC",102,70,102,1
INS00040456,Skill Care Nursing Center,152,108,152,2
INS00040457,"Southern Heritage Health and Rehabilitation, LLC",140,56,140,1
INS00040459,"Wesley Health Care Center, Inc",356,350,356,4
INS00040461,William Penn Care Center,120,115,120,2
INS00040462,Heartland of Woodridge,112,100,112,1
INS00040463,Asheville Health Care Center,106,100,106,1
INS00040464,The Grove,80,76,80,1
INS00040465,Two Rivers Healthcare Neuse Campus,110,105,110,2
INS00040468,Lake Harris Health Systems,120,107,120,2
INS00040469,Linden Grove Health Care Center,130,120,130,2
INS00040470,Bushwick Center for Nursing and Rehabilitation,225,220,225,3
INS00040471,"Northport Health Services of Florida, LLC",180,155,155,2
INS00040472,Renown South Meadows Medical Center,76,30,76,1
INS00040473,LifeStream at Cook Health Care,128,108,128,2
INS00040476,Frankford Nursing and Rehabilitation Center,225,207,225,3
INS00040477,Bloomfield Nursing and Rehabilitation Center,95,92,95,1
INS00040478,Good Samaritan Society Olathe,140,137,140,2
INS00040481,Good Shepherd Community Nursing Center,118,98,118,1
INS00040483,Canyon Rim Care Center,113,75,79,1
INS00040484,Lake Cook Health and Rehabilitation Center,134,120,134,2
INS00040485,Saint Antoine Residence,260,259,260,3
INS00040486,Dr Ronald E McNair Nursing and Rehabilitation Center,88,81,88,1
INS00040487,TRISUN Care Center River Ridge,120,117,120,2
INS00040488,Royal Oaks Manor,48,42,48,1
INS00040489,"American Family Services, Inc",60,55,55,1
INS00040498,Gueydan Memorial Guest Home,66,60,66,1
INS00040499,"Spring Oaks Nursing and Rehabilitation, LP",120,65,120,1
INS00040500,Cardinal Healthcare and Rehabilitation Center,83,75,83,1
INS00040502,Hunter Woods Nursing and Rehabilitation Center,120,107,120,2
INS00040505,Robinson Nursing and Rehabilitation Center,110,102,110,2
INS00040507,Plaquemine Manor Nursing Home,120,59,120,1
INS00040509,Hillside Care Center,73,70,73,1
INS00040511,The Summit at Westlake Hills,90,76,80,1
INS00040512,Shelby Nursing and Rehabilitation Center,60,57,60,1
INS00040513,Saint Therese Home,302,268,302,3
INS00040515,Pompano Rehabilitation and Nursing Center,127,113,127,2
INS00040517,Prince George Healthcare,148,130,148,2
INS00040518,Heritage Manor Health and Rehabilitation Center,120,75,120,1
INS00040522,"Lorien Riverside Nursing and Rehabilitation Center, Inc",129,123,129,2
INS00040523,Kendal at Ithaca,35,35,35,1
INS00040526,Hicks Golden Years Nursing Home,60,60,60,1
INS00040527,Bartlesville Health and Rehab Community,119,70,119,1
INS00040528,Cherry Point Bay Nursing and Rehabilitation center,70,56,70,1
INS00040529,Methodist Manor Retirement Community,93,73,93,1
INS00040533,Fairmount Homes,114,110,114,2
INS00040534,Northwest Chester Restorative Therapy and Nursing Center,120,116,120,2
INS00040538,Shattuck Nursing Center,60,45,60,1
INS00040540,Grace Living Center Del City,61,46,61,1
INS00040541,The Heritage,85,85,85,1
INS00040542,"Arbors at Toledo, Inc",124,101,124,2
INS00040548,White Blossom Care Center,153,145,153,2
INS00040553,"Rehabilitation Center of Independence, LLC",130,95,130,1
INS00040559,"Riverview Nursing and Rehabilitation, LP",120,65,120,1
INS00040560,Arbors at Dayton,106,104,106,2
INS00040563,Thomasville Nursing and Rehab,52,51,52,1
INS00040566,Crest Haven Nursing and Rehabilitation Center,180,178,180,2
INS00040567,"Mid Atlantic of Chapel Hill, LLC",65,50,65,1
INS00040572,Champaign Urbana Regional Rehabilitation Center,240,190,240,2
INS00040573,Regent Park Rehabilitation Center,51,43,51,1
INS00040574,Brentwood Subacute Health Care Center,163,122,163,2
INS00040575,Topeka Community HealthCare Center,82,71,82,1
INS00040579,Cumberland Nursing And Rehabilitaion Center,120,115,120,2
INS00040581,"Heavener Nursing Home, Inc",41,27,41,1
INS00040583,Golden Acres Living and Rehabilitation,264,250,264,3
INS00040584,La Villa Grande Care Center,96,80,96,1
INS00040586,"Midlands Living Center, LLC",100,87,100,1
INS00040587,Blue Hill Care Center,62,30,62,1
INS00040590,Sunset Villa Care Center,52,50,52,1
INS00040593,Valley Renaissance Healthcare Center,150,80,150,1
INS00040595,Sheridan Healthcare and Rehab,121,83,121,1
INS00040596,Magnolia Manor of Columbia,88,85,88,1
INS00040597,Inman Healthcare,40,39,40,1
INS00040598,Magnolia Manor of Rock Hill,106,100,106,1
INS00040600,Saint Rose Care Center,40,36,40,1
INS00040601,Good Samaritan Society Lennox,59,53,59,1
INS00040603,Westchester Health and Rehabilitation Center,120,115,120,2
INS00040604,Lexington of Schaumburg,203,197,203,2
INS00040605,Desert Care Facility,112,81,112,1
INS00040609,Especially Kidz Health and Rehabilitation Center,130,122,122,2
INS00040616,Wingate at Reading,123,118,123,2
INS00040617,Village Green Of Wallingford,180,164,180,2
INS00040618,Applewood Care and Rehabilitation Center,72,65,72,1
INS00040619,Geer Nursing and Rehabilitation Center,120,104,120,2
INS00040621,Good Samaritan Society Ellsworth Village,58,54,58,1
INS00040623,Saint Williams Living Center,58,46,58,1
INS00040625,Harriman Care and Rehabilitation Center,180,142,150,2
INS00040626,White Hall Nursing and Rehabilitation Center,119,90,119,1
INS00040627,The Cedars of Monroeville,59,55,59,1
INS00040628,Saint Francis Nursing Home,143,128,143,2
INS00040629,Alpine Living Center,126,96,126,1
INS00040630,Nursing and Rehabilitation Center of Carroll,51,40,51,1
INS00040631,Chateau Living Center,256,194,256,2
INS00040632,Deer Creek of Wimberley,122,95,122,1
INS00040633,Jefferson Health Care Center,276,190,276,2
INS00040634,Atherton Health Care,160,140,160,2
INS00040635,Oakbrook Health and Rehabilitation Center,88,85,88,1
INS00040637,Saint George HealthCare Center,88,88,88,1
INS00040638,Kindred Transitional Care and Rehabilitation Center Eagle Creek,120,107,120,2
INS00040639,Covenant Care,60,50,60,1
INS00040641,River Ridge Living Center,120,111,120,2
INS00040642,Jackson Manor,51,50,51,1
INS00040643,Spring Creek Health Care Center,100,60,100,1
INS00040644,Colonial Manor Nursing Home,37,35,37,1
INS00040646,Hialeah Nursing and Rehabilitation Center,276,254,276,3
INS00040647,Courtyard Garden,100,93,100,1
INS00040648,Prairie View Healthcare Center,61,55,61,1
INS00040650,Rehabilitation Center of Hampton,108,60,108,1
INS00040651,Pacific Specialty and Rehabilitive Care,104,85,104,1
INS00040652,Williamsport Nursing and Rehabilitation,96,55,96,1
INS00040653,Grace Living Center Southwest 55th,120,99,120,1
INS00040654,"Park Forest Care Center, Inc",103,90,103,1
INS00040656,Laurel Manor Care Center,81,74,81,1
INS00040657,Regal Heights Healthcare and Rehabilitation Center,172,166,172,2
INS00040658,Le Grand Health Care and Rehabilitation Center,125,110,125,2
INS00040661,Clinton Healthcare,121,115,121,2
INS00040662,"Westerly Nursing Home, Inc",66,60,66,1
INS00040663,Heritage Hills Rehabilitation and Care Center,60,45,60,1
INS00040664,Town of Vici Nursing Home,73,52,73,1
INS00040665,Mount Carmel Senior Living Community,121,115,121,2
INS00040666,"Alpine Nursing Home, Inc",60,60,60,1
INS00040668,Allison Care Center,93,81,93,1
INS00040669,Baptist Manor,170,165,170,2
INS00040670,"Perry County Nursing Home, Inc",123,100,123,1
INS00040675,Crestview Manor Nursing and Rehabilitation Center,72,65,72,1
INS00040676,Rockwood Manor Nursing Home,112,100,112,1
INS00040677,"Cornerstone Nursing and Rehab Center, Inc",43,38,43,1
INS00040678,Sunnyside Care Center,51,47,51,1
INS00040680,Clay County Manor,66,56,66,1
INS00040681,University Park Rehabilitation,108,102,108,2
INS00040682,Envoy at the Village,60,58,60,1
INS00040683,Berlin Health and Rehabilitation Center,141,114,141,2
INS00040684,Seasons and Courtyard at Seasons,45,38,45,1
INS00040685,Marmet Genesis HealthCare Center,90,87,89,1
INS00040687,Riverside Convalescent Hospital,99,67,99,1
INS00040688,Uinath Care Center,110,85,100,1
INS00040689,Springdale West,202,161,202,2
INS00040692,ManorCare Health Services Dubuque,99,83,99,1
INS00040693,Stoneybrook Retirement Community,72,56,72,1
INS00040697,Mountain Ridge Wellness Center,100,94,100,1
INS00040700,Lakepoint Nursing and Rehabilitation Center of Rose Hill,56,55,56,1
INS00040703,Macon County Nursing Home District,180,140,180,2
INS00040704,AFS Low Moor,60,54,60,1
INS00040707,Fountain Circle Health and Rehabilitation Center,183,170,183,2
INS00040708,Ashbrook Nursing and Rehabilitation Center,115,110,115,2
INS00040709,Tarton Point Nursing and Rehabilitation Center,120,100,120,1
INS00040710,Saint Lukes Surrey Place,48,36,48,1
INS00040711,ManorCare Health Services Overland Park,223,185,223,2
INS00040712,Liberty Village,104,78,90,1
INS00040714,Pineville Rehabilitation and Living Center,106,100,106,1
INS00040716,Whispering Pines Lodge,116,90,116,1
INS00040717,Dual Manor Health Care Center,100,84,100,1
INS00040719,Foothill Nursing and Rehabilitation Center,120,110,120,2
INS00040720,Washington State Veterans Home,292,270,292,3
INS00040722,CommuniCare at Waterford Commons Skilled Nursing and Rehabilitation Center,101,90,101,1
INS00040723,The Harry and Jeanette Weinberg Care Center,44,44,44,1
INS00040724,Palm Garden of Jacksonville,120,108,120,2
INS00040725,Langdon Place of Dover Retirement and Rehabilitation Center,30,26,30,1
INS00040728,University Heights Health and Living Community,184,160,184,2
INS00040729,Consulate Health Care of Tallahassee,120,120,120,2
INS00040732,Reche Canyon Rehabilitation and Health Care Center,156,147,156,2
INS00040734,"Help PSI, Inc",66,52,66,1
INS00040735,Sippican Healthcare Center,123,123,123,2
INS00040736,Counsulate Health Care of Jacksonville,116,110,116,2
INS00040737,Kindred Transitional Care and Rehabilitation LakeMed,100,96,100,1
INS00040738,Bravo Care of Saint Louis,120,100,120,1
INS00040741,Health Center of Lake City,120,114,120,2
INS00040744,Health Center of Daytona Beach,73,61,73,1
INS00040746,Seacoast Nursing and Rehabilitation Center,142,138,142,2
INS00040747,NHC HealthCare Garden City,148,138,148,2
INS00040748,Odd Fellows Home of Maine,26,25,26,1
INS00040751,"Community LTC, Inc",92,83,92,1
INS00040755,West Side House,91,85,91,1
INS00040757,Mainland Manor Nursing and Rehabilitation Center,140,115,140,2
INS00040761,Cerenity Care Center of White Bear Lake,184,170,184,2
INS00040763,Pacific Coast Manor,99,89,99,1
INS00040765,"Daybreak Venture, LLC",143,80,143,1
INS00040766,Wesley Place,121,75,121,1
INS00040768,Glen Island Center for Nursing and Rehabilitation,182,176,182,2
INS00040769,"The Discovery Care Centre, LLC",45,40,45,1
INS00040773,Morys Haven,48,44,48,1
INS00040775,Lexington Health Care Center of Streamwood Nursing,195,186,195,2
INS00040778,Horizons Care Center,79,60,79,1
INS00040779,Adams Street Place,61,61,61,1
INS00040785,Life Care Center of Stoneham,94,82,94,1
INS00040787,Frontier Rehabilitation and Extended Care Center,140,106,140,2
INS00040789,Garden View Care Center,130,80,130,1
INS00040790,White River Healthcare,91,45,45,1
INS00040800,University Behavioral HealthCare,48,48,48,1
INS00040805,Lakeside Behavioral Healthcare,120,120,120,2
INS00040813,"Bluegrass Oakwood, Inc",420,302,420,4
INS00040816,Kitsap Mental Health Services,25,16,25,1
INS00040817,Creedmoor Psychiatric Center,476,460,476,5
INS00040821,Harbor Point Behavioral Health Center,186,50,186,1
INS00040822,Southern Winds Hospital,72,59,62,1
INS00040824,"Park Center, Inc",15,15,15,1
INS00040830,Pinecrest Developmental Center,1279,540,629,6
INS00040838,Providence Saint Peter Chemical Dependency Center,50,35,50,1
INS00040839,El Dorado County Psychiatric Health Facility,10,7,10,1
INS00040842,Cordilleras Mental Health Services,117,90,117,1
INS00040843,Mission Community Hospital Panorama City Campus,145,100,120,1
INS00040844,Alta Hollywood Community Hospital Van Nuys,59,45,59,1
INS00040997,Hospital Psiquiatrico Forense de Ponce,125,166,125,2
INS00041024,Lake View Terrace Special Care Center,89,82,89,1
INS00041025,Crestwood Manor,97,97,97,1
INS00041026,North Mississippi Regional Center,488,488,488,5
INS00041028,Central New York Psychiatric Center,210,175,175,2
INS00041029,"Remuda Ranch Center for Anorexia and Bulimia, Inc",168,144,168,2
INS00041034,Kirby Forensic Psychiatric Center,157,157,157,2
INS00041035,Camden County Health Services Center,158,150,158,2
INS00041038,"Southwood Psychiatric Hospital, Inc",33,24,33,1
INS00041041,Behavioral Health Center CMC Randolph,66,64,66,1
INS00041051,Norfolk Regional Center,120,74,120,1
INS00041063,Kaiser Mental Health Center,68,58,68,1
INS00041064,Doctors Behavioral Health Center,67,57,67,1
INS00041065,Garfield Neurobehavioral Center,96,56,56,1
INS00041066,La Paz Geropsychiatric Center,173,125,130,2
INS00041069,Villa Fairmont Mental Health Rehabilitation Center,99,80,99,1
INS00041263,Brandon Health and Rehabilitation Center,116,115,116,2
INS00041898,Park Place Health Care Center,189,140,189,2
INS00042550,Bay Ridge Healthcare,87,83,87,1
INS00042561,ManorCare Health Services Williamsport South,116,91,116,1
INS00042904,Briarcliff Health Center,93,85,93,1
INS00043237,SpringMeade Health Center,99,99,99,1
INS00043609,Marathon Heath Care Center,150,144,150,2
INS00043906,Ridgecrest Manor Nursing and Rehabilitation Center,120,106,120,2
INS00044421,"Royal Park Care Center, LLC",164,160,164,2
INS00044605,Botsford Rehabilitation and Continuing Care Center,179,160,179,2
INS00044760,Bravo Care of Moline,120,112,120,2
INS00044940,The Exceptional Care,56,48,56,1
INS00044944,Hill Country Rehabilitation and Nursing Center,96,90,96,1
INS00045073,Belaire Health Care Center,80,71,80,1
INS00045443,Southpointe Healthcare Center,174,162,174,2
INS00045606,Evans Health Care Center,120,112,120,2
INS00045729,Excelsior Springs Nursing and Rehabilitation Center,108,89,108,1
INS00046246,Coral Bay Healthcare and Rehabilitation,120,113,120,2
INS00046880,Carmel Manor Nursing Home,65,64,65,1
INS00047256,Pioneer Skilled Nursing by Americare,96,53,96,1
INS00047419,North Hillls Health and Rehabilitation Center,55,50,55,1
INS00048686,Holy Cross Health Center,40,36,40,1
INS00048767,Pacifica Nursing and Rehab Center,68,68,68,1
INS00049585,Johnson County Community Hospital,2,2,2,1
INS00049712,"Applewood Rehabilitation, Inc",46,46,46,1
INS00049719,Meridian Nursing and Rehabilitation at Brick,137,128,137,2
INS00049801,Grande Pointe Healthcare Community,150,142,150,2
INS00050133,Innisfree Nursing and Rehabilitation,80,67,80,1
INS00050271,Pelican Valley Health Center,40,35,40,1
INS00050820,NHC HealthCare Milan,122,117,122,2
INS00050920,"Warde Health Center, Inc",28,28,28,1
INS00051095,Greenery of Canonsburg,140,120,140,2
INS00051099,Delaware Court Healthcare Center,75,63,75,1
INS00052126,Star View Adolescent Center,56,56,56,1
INS00052239,Health Care and Rehabilitation Center of West Memphis,155,76,155,1
INS00052590,Vancouver Health and Rehabilitation Center,98,97,98,1
INS00053243,Lake Village Healthcare Center,102,70,102,1
INS00053604,Life Care Center of Las Vegas,239,220,239,3
INS00053925,"South West LTC Management, Inc",150,100,150,1
INS00053992,Johns Hopkins Bayview Care Center,200,126,200,2
INS00054099,Heartland Health Care and Rehabilitation Center Boca Raton,120,70,120,1
INS00054171,Shiloh Springs Care Center,84,75,84,1
INS00054248,Bride Brook Health and Rehabilitation Center,130,123,130,2
INS00054585,"Charlotte Health Care Center, Inc",120,99,120,1
INS00055155,Crestview Care and Rehabilitation Center,58,54,58,1
INS00055286,Morton Plant Rehabilitation Center,120,116,120,2
INS00055402,Cityview Nursing and Rehabilitation Center,150,133,150,2
INS00056181,Parkwood Healthcare Community,87,63,87,1
INS00056212,Clark Nursing and Rehabilitation Center,140,119,140,2
INS00056521,Roanoke Landing Nursing and Rehabilitation Center,114,110,114,2
INS00056645,Wakefield Care and Rehabilitation Center,149,120,149,2
INS00057098,NHC HealthCare Scott,60,53,60,1
INS00057731,Life Care Center at Wells Crossing,120,104,120,2
INS00058035,Contra Costa County Regional Medical Center,166,150,166,2
INS00058036,Northeast Montana Health Services,20,10,20,1
INS00058044,VA Palo Alto Health Care System Livermore Division,120,116,120,2
INS00058204,The Surgical Hospital at Southwoods,20,12,12,1
INS00058207,West Central Ohio Group,12,11,12,1
INS00058234,Lahey Clinic Medical Center North Shore,10,6,10,1
INS00058330,Evergreen Retirement Community,108,95,108,1
INS00058333,Lovelace Rehabilitation Hospital,62,56,62,1
INS00058668,Park Place Surgery Hospital,10,2,10,1
INS00058669,"Physicians Medical Center, LLC",30,6,20,1
INS00058687,Moses Cone Behavioral Health Hospital,80,40,80,1
INS00058697,Carson Valley Medical Center,23,9,23,1
INS00058749,Great Falls Clinic Medical Center,20,12,20,1
INS00058858,The Highlands,168,164,168,2
INS00058876,Liberty Nursing and Rehabilitation,289,175,193,2
INS00058912,York General Hearthstone,129,120,129,2
INS00059016,Crestview Health and Rehabilitation Center,388,260,388,3
INS00059091,West Bloomfield Nursing and Convalescent Center,97,86,97,1
INS00059110,Overland Park Nursing and Rehabilitation Center,102,95,102,1
INS00059134,Sunbelt Health and Rehabilitation Center Apopka,120,110,120,2
INS00059135,Zephyr Haven Health and Rehabilitation Center,120,110,120,2
INS00059138,Clara Maass Medical Center Transitional Care Unit,20,16,20,1
INS00059139,Belgrove Post Acute Care Center,120,118,120,2
INS00059140,Cornell Hall Nursing and Rehabilitation Center,177,170,177,2
INS00059143,West Hudson Post Acute Care Center,120,106,120,2
INS00059183,Sanford Mid-Dakota Care Center,45,42,45,1
INS00059202,Carondelet Manor,162,124,162,2
INS00059231,Hartgrove Hospital,150,125,150,2
INS00059300,Cataliana Island Medical Center,12,6,12,1
INS00059328,Virtua Health and Rehabilitation Center Berlin,128,123,128,2
INS00059356,Burleson Saint Joseph Manor,112,100,100,1
INS00059358,Saint Joseph Manor,81,80,81,1
INS00059479,Saint Rose Dominican Hospital Siena Campus,214,176,214,2
INS00059480,Bowling Green Warren County Community Hospital Corporation,25,20,25,1
INS00059481,Assumption Community Hospital,15,8,15,1
INS00059482,"Great Plains of Ellinwood, Inc",25,10,25,1
INS00059483,Jewell County Hospital,40,30,40,1
INS00059484,Woodwinds Health Campus,86,70,86,1
INS00059485,San Jorge Childrens Hospital,144,110,120,2
INS00059488,Tattnall Community Hosital,25,12,25,1
INS00059498,Lancaster General Women and Babies Hospital,79,67,79,1
INS00059500,Mercy Childrens Hospital,72,50,72,1
INS00059502,Covenant Medical Center,868,430,820,5
INS00059505,Charter House,32,25,32,1
INS00059506,Lake City Nursing Home,90,82,90,1
INS00059538,Fountain Center of Albert Lea,58,50,58,1
INS00059544,Parkview Care Center,55,43,55,1
INS00059557,Snowden at Fredericksburg,40,40,40,1
INS00059567,Carriage Hill Rehabilitation and Nursing Center,150,140,150,2
INS00059621,Pembroke Hospital,115,114,115,2
INS00059622,Austen Riggs Center,58,55,58,1
INS00059624,Massachusetts Hospital School,125,86,100,1
INS00059629,Bridgewater State Hospital,350,341,350,4
INS00059632,"Forest Health Medical Center, Inc",68,15,38,1
INS00059633,Arizona State Hospital,458,248,250,3
INS00059634,"Arms Acres, Inc",154,145,154,2
INS00059637,Blue Hills Substance Abuse Services,42,40,42,1
INS00059639,Bradford Health Services,180,140,180,2
INS00059640,The Institute of Living,150,100,110,1
INS00059641,Faith Regional Rehabilitation and Care Center,7,5,7,1
INS00059653,Leahi Hospital,179,172,179,2
INS00059654,Samuel Mahelona Memorial Hospital,80,70,80,1
INS00059671,Saint Helena Hospital Center for Behavioral Health,61,55,61,1
INS00059673,VA Nebraska-Western Iowa Health Care System at Grand Island,76,76,76,1
INS00059676,Behavioral Health Hospital,62,39,50,1
INS00059677,New Hanover Regional Medical Center Rehabilitation Hospital,60,33,33,1
INS00059678,Resnick Neuropsychiatric Hospital,74,70,74,1
INS00059679,"Texarkanna, LLC",57,38,57,1
INS00059680,Saint Lukes Northland Hospital Smithville Campus,92,42,57,1
INS00059683,Hillside Rehabilitation Hospital,65,37,65,1
INS00059790,Wedgewood Manor,50,46,50,1
INS00059806,Harmony River Living Center,120,100,120,1
INS00059814,The Atlantic Rehabilitation Institute,78,69,78,1
INS00059822,Azalea Trace,84,78,78,1
INS00059850,"Providence Place, Inc",60,36,60,1
INS00059918,Hillview Nursing and Rehabilitation,120,76,120,1
INS00059955,Elizabeth Seton Pediatric Center,136,136,136,2
INS00060006,Lakeview Lutheran Manor,153,120,153,2
INS00060032,John J Hainkel Junior Home and Rehabilitation Center,142,100,142,1
INS00060042,Northwest Hospital Center Sub Acute Unit,29,29,29,1
INS00060054,Glenwood Healthcare,60,48,60,1
INS00060082,Saint Catherine Medical Center,40,37,40,1
INS00060091,Inova Loudoun Nursing and Rehabilitation Center,100,95,100,1
INS00060272,Beaumont Skilled Nursing and Rehabilitation,164,136,164,2
INS00060327,Emily P Bissell Hospital,102,90,102,1
INS00060330,Autumn Care of Norfolk,120,115,120,2
INS00060367,New England Rehabilitation Services of Central Massachusetts,110,80,110,1
INS00060373,Long Island State Veterans Home,350,345,350,4
INS00060379,San Juan Rehabilitation and Care Center,52,49,52,1
INS00060401,Schleicher County Medical Center,34,30,34,1
INS00060463,"Henderson Healthcare Services, Inc",41,38,41,1
INS00060549,Twinbrook Medical Center,124,107,124,2
INS00060550,Mark Twain Caring Center,120,90,120,1
INS00060565,Villa Las Palmas Healthcare Center,151,143,143,2
INS00060571,Eastern Idaho Regional Medical Center Transitional Care Unit,16,16,16,1
INS00060585,Broadway House for Continuing Care,78,77,77,1
INS00060697,Catawba Hospital,110,103,110,2
INS00060745,Jackson Memorial Long Term Care Center,180,175,180,2
INS00060766,Chapel Manor,240,225,240,3
INS00060768,Genesis Harston Hall,120,115,120,2
INS00060769,Pennsburg Manor,120,120,120,2
INS00060777,Mount Washington Pediatric Hospital,102,60,102,1
INS00060799,Providence Centralia Hospital Transitional Care Unit,22,20,22,1
INS00060803,Banner Boswell Rehabilitation Center,71,69,71,1
INS00060809,Jackson Memorial Perdue Medical Center,163,148,163,2
