Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week,Purchased
3927,05-07-19,male,100,no preference,7,no preference,yes,Not Reported,yes,7,0
3928,05-07-19,female,100,white,10,chocolate,yes,<100K,yes,10,1
3929,05-07-19,female,100,white,9,specialty,yes,<100K,yes,9,1
3930,05-07-19,male,100,blue,10,chocolate,yes,Not Reported,yes,10,1
3931,05-07-19,female,100,silver,5,no preference,yes,<100K,yes,5,0
3932,05-07-19,female,100,blue,0,vanilla,yes,<100K,yes,7,0
3933,05-07-19,female,100,silver,1,vanilla,yes,<100K,yes,8,1
3934,05-07-19,male,100,blue,7,chocolate,yes,Not Reported,yes,7,1
3935,05-07-19,male,100,black,8,chocolate,yes,Not Reported,yes,8,1
3936,05-07-19,female,100,red,0,specialty,yes,<100K,yes,4,1
3937,05-07-19,male,100,red,5,swirl,yes,Not Reported,yes,9,1
3938,05-07-19,female,100,red,1,vanilla,yes,<100K,yes,1,1
3939,05-07-19,male,100,red,5,vanilla,yes,Not Reported,yes,9,1
3940,05-07-19,female,100,white,3,specialty,yes,<100K,yes,7,1
3941,05-07-19,female,100,white,5,swirl,yes,<100K,yes,5,0
3942,05-07-19,female,100,red,8,no preference,yes,<100K,yes,10,1
3943,05-07-19,female,100,blue,7,vanilla,yes,<100K,yes,7,1
3944,05-07-19,female,100,no preference,1,specialty,yes,<100K,yes,2,0
3945,05-07-19,female,100,white,10,specialty,yes,<100K,yes,10,1
3946,05-07-19,female,100,blue,8,vanilla,yes,<100K,yes,8,1
3947,05-07-19,female,100,red,8,no preference,yes,<100K,yes,10,1
3948,05-07-19,male,100,blue,6,specialty,yes,Not Reported,yes,6,1
3949,05-07-19,male,100,blue,10,no preference,yes,Not Reported,yes,10,1
3950,05-07-19,male,100,blue,6,swirl,yes,Not Reported,yes,9,1
3951,05-07-19,male,100,silver,0,swirl,yes,Not Reported,yes,4,1
3952,05-07-19,male,100,black,1,chocolate,yes,Not Reported,yes,6,1
3953,05-07-19,male,100,white,5,specialty,yes,Not Reported,yes,5,1
3954,05-07-19,female,100,no preference,10,no preference,yes,<100K,yes,10,0
3955,05-07-19,male,100,silver,1,chocolate,yes,Not Reported,yes,4,0
3956,05-07-19,male,100,white,0,vanilla,yes,Not Reported,yes,8,1
3957,05-07-19,female,100,no preference,8,swirl,yes,<100K,yes,8,0
3958,05-07-19,male,100,white,10,swirl,yes,Not Reported,yes,10,1
3959,05-07-19,female,100,black,4,swirl,yes,<100K,yes,6,1
3960,05-07-19,female,100,no preference,2,swirl,yes,<100K,yes,2,0
3961,05-07-19,male,100,black,6,chocolate,yes,Not Reported,yes,6,1
3962,05-07-19,male,100,blue,2,specialty,yes,Not Reported,yes,3,0
3963,05-07-19,male,100,black,7,swirl,yes,Not Reported,yes,7,0
3964,05-07-19,female,100,silver,8,chocolate,yes,<100K,yes,8,1
3965,05-07-19,female,100,white,8,vanilla,yes,<100K,yes,8,1
3966,05-07-19,male,100,silver,4,specialty,yes,Not Reported,yes,7,0
3967,05-07-19,male,100,blue,2,chocolate,yes,Not Reported,yes,10,1
3968,05-07-19,male,100,blue,0,swirl,yes,Not Reported,yes,1,0
3969,05-07-19,male,100,no preference,10,vanilla,yes,Not Reported,yes,10,0
3970,05-07-19,female,100,red,7,vanilla,yes,<100K,yes,9,1
3971,05-07-19,male,100,no preference,6,swirl,yes,Not Reported,yes,6,0
3972,05-07-19,male,100,white,2,no preference,yes,Not Reported,yes,3,0
3973,05-07-19,male,100,red,2,no preference,yes,Not Reported,yes,4,1
3974,05-07-19,male,100,red,5,specialty,yes,Not Reported,yes,5,1
3975,05-07-19,male,100,blue,7,vanilla,yes,Not Reported,yes,7,0
3976,05-07-19,female,100,red,9,no preference,yes,<100K,yes,9,1
3977,05-07-19,male,100,no preference,4,no preference,yes,Not Reported,yes,4,0
3978,05-07-19,female,100,blue,10,vanilla,yes,<100K,yes,10,1
3979,05-07-19,female,100,silver,1,chocolate,yes,<100K,yes,6,1
3980,05-07-19,male,100,blue,10,specialty,yes,Not Reported,yes,10,1
3981,05-07-19,male,100,silver,10,swirl,yes,Not Reported,yes,10,1
3982,05-07-19,female,100,black,5,no preference,yes,<100K,yes,8,0
3983,05-07-19,male,100,blue,8,vanilla,yes,Not Reported,yes,9,1
3984,05-07-19,male,100,red,3,swirl,yes,Not Reported,yes,6,1
3985,05-07-19,female,100,white,6,vanilla,yes,<100K,yes,7,1
3986,05-07-19,female,100,silver,1,swirl,yes,<100K,yes,6,0
3987,05-07-19,female,100,black,0,chocolate,yes,<100K,yes,4,1
3988,05-07-19,female,100,no preference,3,chocolate,yes,<100K,yes,5,0
3989,05-07-19,male,100,white,9,specialty,yes,Not Reported,yes,9,1
3990,05-07-19,female,100,red,2,chocolate,yes,<100K,yes,4,1
3991,05-07-19,female,100,silver,3,vanilla,yes,<100K,yes,9,1
3992,05-07-19,female,100,no preference,1,no preference,yes,<100K,yes,2,0
3993,05-07-19,female,100,white,3,vanilla,yes,<100K,yes,9,1
3994,05-07-19,female,100,silver,0,vanilla,yes,<100K,yes,7,1
3995,05-07-19,male,100,white,8,no preference,yes,Not Reported,yes,8,1
3996,05-07-19,female,100,no preference,6,no preference,yes,<100K,yes,6,0
3997,05-07-19,female,100,red,1,swirl,yes,<100K,yes,1,1
3998,05-07-19,female,100,white,10,no preference,yes,<100K,yes,10,1
3999,05-07-19,female,100,silver,4,no preference,yes,<100K,yes,9,0
4000,05-07-19,female,100,red,10,chocolate,yes,<100K,yes,10,1
4001,05-07-19,female,100,black,5,chocolate,yes,<100K,yes,8,1
4002,05-07-19,female,100,black,10,specialty,yes,<100K,yes,10,1
4003,05-07-19,female,100,silver,10,vanilla,yes,<100K,yes,10,1
4004,05-07-19,female,100,blue,2,no preference,yes,<100K,yes,10,0
4005,05-07-19,male,100,blue,4,no preference,yes,Not Reported,yes,7,0
4006,05-07-19,female,100,silver,3,no preference,yes,<100K,yes,7,0
4007,05-07-19,male,100,red,8,chocolate,yes,Not Reported,yes,8,1
4008,05-07-19,female,100,silver,8,chocolate,yes,<100K,yes,10,1
4009,05-07-19,female,100,white,1,no preference,yes,<100K,yes,1,0
4010,05-07-19,female,100,blue,4,no preference,yes,<100K,yes,10,0
4011,05-07-19,female,100,blue,1,no preference,yes,<100K,yes,5,0
4012,05-07-19,male,100,blue,5,specialty,yes,Not Reported,yes,5,1
4013,05-07-19,male,100,no preference,10,chocolate,yes,Not Reported,yes,10,0
4014,05-07-19,male,100,no preference,0,no preference,yes,Not Reported,yes,1,0
4015,05-07-19,male,100,no preference,0,chocolate,yes,Not Reported,yes,5,0
4016,05-07-19,male,100,black,3,specialty,yes,Not Reported,yes,3,1
4017,05-07-19,female,100,blue,0,vanilla,yes,<100K,yes,3,0
4018,05-07-19,female,100,blue,6,specialty,yes,<100K,yes,6,1
4019,05-07-19,female,100,red,3,specialty,yes,<100K,yes,3,1
4020,05-07-19,female,100,no preference,9,no preference,yes,<100K,yes,9,0
4021,05-07-19,male,100,red,7,specialty,yes,Not Reported,yes,7,0
4022,05-07-19,female,100,black,5,vanilla,yes,<100K,yes,10,1
4023,05-07-19,female,100,black,1,chocolate,yes,<100K,yes,6,1
4024,05-07-19,female,100,red,3,chocolate,yes,<100K,yes,3,1
4025,05-07-19,female,100,no preference,6,specialty,yes,<100K,yes,7,0
4026,05-07-19,female,100,blue,9,vanilla,yes,<100K,yes,9,1
4027,05-07-19,male,100,white,8,no preference,yes,Not Reported,yes,10,1
4028,05-07-19,female,100,red,3,no preference,yes,<100K,yes,5,0
4029,05-07-19,male,100,blue,2,specialty,yes,Not Reported,yes,10,1
4030,05-07-19,female,100,no preference,3,swirl,yes,<100K,yes,3,0
4031,05-07-19,male,100,silver,7,vanilla,yes,Not Reported,yes,10,1
4032,05-07-19,female,100,blue,0,vanilla,yes,<100K,yes,4,1
4033,05-07-19,female,100,blue,1,vanilla,yes,<100K,yes,5,1
4034,05-07-19,male,100,black,8,chocolate,yes,Not Reported,yes,8,1
4035,05-07-19,female,100,no preference,1,no preference,yes,<100K,yes,3,0
4036,05-07-19,female,100,blue,7,swirl,yes,<100K,yes,7,1
4037,05-07-19,male,100,blue,5,specialty,yes,Not Reported,yes,5,1
4038,05-07-19,male,100,blue,5,swirl,yes,Not Reported,yes,7,0
4039,05-07-19,male,100,no preference,0,specialty,yes,Not Reported,yes,2,0
4040,05-07-19,male,100,silver,1,no preference,yes,Not Reported,yes,3,1
4041,05-07-19,male,100,blue,5,specialty,yes,Not Reported,yes,5,1
4042,05-07-19,female,100,white,9,swirl,yes,<100K,yes,9,1
4043,05-07-19,male,100,no preference,9,vanilla,yes,Not Reported,yes,9,0
4044,05-07-19,female,100,black,7,specialty,yes,<100K,yes,7,1
4045,05-07-19,female,100,black,8,specialty,yes,<100K,yes,10,1
4046,05-07-19,female,100,red,4,no preference,yes,<100K,yes,7,0
4047,05-07-19,female,100,no preference,7,vanilla,yes,<100K,yes,7,0
4048,05-07-19,male,100,blue,6,chocolate,yes,Not Reported,yes,6,1
4049,05-07-19,female,100,red,2,no preference,yes,<100K,yes,2,0
4050,05-07-19,female,100,black,10,vanilla,yes,<100K,yes,10,1
4051,05-07-19,male,100,no preference,10,swirl,yes,Not Reported,yes,10,0
4052,05-07-19,male,100,white,0,specialty,yes,Not Reported,yes,7,0
4053,05-07-19,female,100,silver,0,no preference,yes,<100K,yes,5,0
4054,05-07-19,male,100,white,7,vanilla,yes,Not Reported,yes,7,1
4055,05-07-19,male,100,black,4,vanilla,yes,Not Reported,yes,8,1
4056,05-07-19,male,100,black,2,swirl,yes,Not Reported,yes,3,1
4057,05-07-19,female,100,black,10,swirl,yes,<100K,yes,10,1
4058,05-07-19,female,100,red,8,swirl,yes,<100K,yes,8,1
4059,05-07-19,female,100,red,7,chocolate,yes,<100K,yes,7,1
4060,05-07-19,female,100,black,6,specialty,yes,<100K,yes,6,1
4061,05-07-19,female,100,silver,7,no preference,yes,<100K,yes,7,0
4062,05-07-19,male,100,red,6,chocolate,yes,Not Reported,yes,6,1
4063,05-07-19,female,100,red,9,specialty,yes,<100K,yes,9,1
4064,05-07-19,female,100,silver,7,vanilla,yes,<100K,yes,7,0
4065,05-07-19,female,100,no preference,10,swirl,yes,<100K,yes,10,0
4066,05-07-19,male,100,white,1,specialty,yes,Not Reported,yes,10,1
4067,05-07-19,male,100,black,4,specialty,yes,Not Reported,yes,7,0
4068,05-07-19,female,100,black,10,swirl,yes,<100K,yes,10,1
4069,05-07-19,male,100,no preference,7,vanilla,yes,Not Reported,yes,10,0
4070,05-07-19,female,100,black,10,swirl,yes,<100K,yes,10,1
4071,05-07-19,male,100,blue,1,vanilla,yes,Not Reported,yes,9,1
4072,05-07-19,female,100,red,8,vanilla,yes,<100K,yes,8,1
4073,05-07-19,male,100,blue,8,vanilla,yes,Not Reported,yes,8,1
4074,05-07-19,female,100,white,1,specialty,yes,<100K,yes,1,1
4075,05-07-19,female,100,no preference,9,specialty,yes,<100K,yes,9,0
4076,05-07-19,female,100,white,3,specialty,yes,<100K,yes,4,0
4077,05-07-19,male,100,no preference,1,chocolate,yes,Not Reported,yes,1,0
4078,05-07-19,female,100,red,6,no preference,yes,<100K,yes,8,0
4079,05-07-19,female,100,red,5,chocolate,yes,<100K,yes,7,1
4080,05-07-19,female,100,white,10,chocolate,yes,<100K,yes,10,1
4081,05-07-19,male,100,red,6,specialty,yes,Not Reported,yes,10,1
4082,05-07-19,female,100,red,1,specialty,yes,<100K,yes,8,1
4083,05-07-19,male,100,black,0,swirl,yes,Not Reported,yes,3,0
4084,05-07-19,female,100,white,4,specialty,yes,<100K,yes,4,1
4085,05-07-19,male,100,red,1,no preference,yes,Not Reported,yes,3,0
4086,05-07-19,male,100,white,9,vanilla,yes,Not Reported,yes,9,1
4087,05-07-19,female,100,no preference,6,specialty,yes,<100K,yes,6,0
4088,05-07-19,male,100,red,2,specialty,yes,Not Reported,yes,4,1
4089,05-07-19,female,100,white,2,no preference,yes,<100K,yes,6,0
4090,05-07-19,female,100,no preference,7,no preference,yes,<100K,yes,9,0
4091,05-07-19,female,100,black,0,vanilla,yes,<100K,yes,6,1
4092,05-07-19,female,100,blue,8,no preference,yes,<100K,yes,8,1
4093,05-07-19,male,100,no preference,9,specialty,yes,Not Reported,yes,9,0
4094,05-07-19,female,100,black,1,chocolate,yes,<100K,yes,5,1
4095,05-07-19,male,100,no preference,7,specialty,yes,Not Reported,yes,7,0
4096,05-07-19,male,100,no preference,2,swirl,yes,Not Reported,yes,2,0
4097,05-07-19,female,100,red,0,chocolate,yes,<100K,yes,6,1
4098,05-07-19,female,100,black,7,swirl,yes,<100K,yes,10,1
4099,05-07-19,female,100,silver,7,swirl,yes,<100K,yes,7,0
4100,05-07-19,female,100,blue,1,swirl,yes,<100K,yes,10,1
4101,05-07-19,female,100,white,7,chocolate,yes,<100K,yes,7,1
4102,05-07-19,female,100,no preference,7,chocolate,yes,<100K,yes,10,0
4103,05-07-19,female,100,silver,5,swirl,yes,<100K,yes,6,0
4104,05-07-19,female,100,white,6,no preference,yes,<100K,yes,10,0
4105,05-07-19,female,100,black,10,chocolate,yes,<100K,yes,10,1
4106,05-07-19,female,100,white,1,swirl,yes,<100K,yes,6,0
4107,05-07-19,male,100,blue,0,no preference,yes,Not Reported,yes,5,0
4108,05-07-19,female,100,black,6,swirl,yes,<100K,yes,10,1
4109,05-07-19,female,100,red,9,chocolate,yes,<100K,yes,9,1
4110,05-07-19,female,100,silver,9,swirl,yes,<100K,yes,10,1
4111,05-07-19,female,100,white,5,vanilla,yes,<100K,yes,10,1
4112,05-07-19,female,100,white,0,swirl,yes,<100K,yes,3,1
4113,05-07-19,male,100,red,2,no preference,yes,Not Reported,yes,3,1
4114,05-07-19,female,100,white,2,no preference,yes,<100K,yes,8,0
4115,05-07-19,female,100,white,5,chocolate,yes,<100K,yes,7,1
4116,05-07-19,female,100,silver,6,swirl,yes,<100K,yes,6,0
4117,05-07-19,female,100,blue,6,swirl,yes,<100K,yes,6,1
4118,05-07-19,female,100,white,8,no preference,yes,<100K,yes,8,1
4119,05-07-19,male,100,no preference,2,chocolate,yes,Not Reported,yes,9,0
4120,05-07-19,female,100,no preference,3,no preference,yes,<100K,yes,9,0
4121,05-07-19,female,100,silver,4,vanilla,yes,<100K,yes,6,1
4122,05-07-19,male,100,silver,8,vanilla,yes,Not Reported,yes,9,1
4123,05-07-19,male,100,black,10,vanilla,yes,Not Reported,yes,10,1
4124,05-07-19,male,100,black,2,swirl,yes,Not Reported,yes,8,1
4125,05-07-19,male,100,blue,1,swirl,yes,Not Reported,yes,4,1
4126,05-07-19,female,100,blue,9,swirl,yes,<100K,yes,9,1
4127,05-07-19,female,100,blue,5,specialty,yes,<100K,yes,10,1
4128,05-07-19,female,100,no preference,8,specialty,yes,<100K,yes,8,0
4129,05-07-19,male,100,red,2,swirl,yes,Not Reported,yes,7,0
4130,05-07-19,female,100,blue,3,specialty,yes,<100K,yes,3,0
4131,05-07-19,male,100,black,3,vanilla,yes,Not Reported,yes,4,0
4132,05-07-19,male,100,no preference,5,chocolate,yes,Not Reported,yes,6,0
4133,05-07-19,male,100,white,1,swirl,yes,Not Reported,yes,10,1
4134,05-07-19,female,100,red,4,chocolate,yes,<100K,yes,4,1
4135,05-07-19,male,100,blue,3,no preference,yes,Not Reported,yes,4,0
4136,05-07-19,female,100,blue,5,vanilla,yes,<100K,yes,5,0
4137,05-07-19,male,100,white,8,vanilla,yes,Not Reported,yes,8,1
4138,05-07-19,female,100,no preference,4,vanilla,yes,<100K,yes,6,0
4139,05-07-19,male,100,no preference,2,vanilla,yes,Not Reported,yes,2,0
4140,05-07-19,female,100,silver,5,vanilla,yes,<100K,yes,6,0
4141,05-07-19,male,100,silver,6,swirl,yes,Not Reported,yes,8,1
4142,05-07-19,male,100,blue,5,no preference,yes,Not Reported,yes,7,0
4143,05-07-19,female,100,red,3,specialty,yes,<100K,yes,3,0
4144,05-07-19,male,100,red,7,chocolate,yes,Not Reported,yes,9,1
4145,05-07-19,male,100,white,2,vanilla,yes,Not Reported,yes,4,1
4146,05-07-19,female,100,red,9,swirl,yes,<100K,yes,9,1
4147,05-07-19,male,100,silver,3,swirl,yes,Not Reported,yes,5,0
4148,05-07-19,female,100,silver,7,swirl,yes,<100K,yes,7,0
4149,05-07-19,female,100,no preference,6,no preference,yes,<100K,yes,6,0
4150,05-07-19,female,100,white,3,chocolate,yes,<100K,yes,3,1
4151,05-07-19,female,100,red,6,no preference,yes,<100K,yes,6,0
4152,05-07-19,male,100,black,0,swirl,yes,Not Reported,yes,2,0
4153,05-07-19,male,100,no preference,7,no preference,yes,Not Reported,yes,7,0
4154,05-07-19,female,100,white,5,no preference,yes,<100K,yes,7,0
4155,05-07-19,male,100,black,7,swirl,yes,Not Reported,yes,7,0
4156,05-07-19,male,100,blue,10,chocolate,yes,Not Reported,yes,10,1
4157,05-07-19,female,100,no preference,2,specialty,yes,<100K,yes,9,0
4158,05-07-19,female,100,no preference,6,swirl,yes,<100K,yes,7,0
4159,05-07-19,female,100,white,9,swirl,yes,<100K,yes,9,1
4160,05-07-19,female,100,white,5,chocolate,yes,<100K,yes,5,1
4161,05-07-19,male,100,blue,2,no preference,yes,Not Reported,yes,7,0
4162,05-07-19,male,100,white,5,specialty,yes,Not Reported,yes,5,1
4163,05-07-19,female,100,blue,2,chocolate,yes,<100K,yes,10,1
4164,05-07-19,male,100,black,9,specialty,yes,Not Reported,yes,9,1
4165,05-07-19,female,100,black,9,no preference,yes,<100K,yes,9,1
4166,05-07-19,male,100,silver,7,swirl,yes,Not Reported,yes,8,1
4167,05-07-19,male,100,red,5,specialty,yes,Not Reported,yes,5,1
4168,05-07-19,female,100,red,10,specialty,yes,<100K,yes,10,1
4169,05-07-19,female,100,red,0,vanilla,yes,<100K,yes,5,0
4170,05-07-19,male,100,white,2,specialty,yes,Not Reported,yes,7,0
4171,05-07-19,male,100,silver,3,specialty,yes,Not Reported,yes,3,0
4172,05-07-19,female,100,blue,4,chocolate,yes,<100K,yes,7,1
4173,05-07-19,female,100,blue,9,vanilla,yes,<100K,yes,10,1
4174,05-07-19,female,100,blue,1,chocolate,yes,<100K,yes,3,1
4175,05-07-19,male,100,black,1,vanilla,yes,Not Reported,yes,5,1
4176,05-07-19,female,100,no preference,6,chocolate,yes,<100K,yes,6,0
4177,05-07-19,female,100,red,3,no preference,yes,<100K,yes,9,0
4178,05-07-19,male,100,no preference,2,specialty,yes,Not Reported,yes,4,0
4179,05-07-19,female,100,silver,10,vanilla,yes,<100K,yes,10,1
4180,05-07-19,female,100,white,3,swirl,yes,<100K,yes,3,1
4181,05-07-19,male,100,black,3,no preference,yes,Not Reported,yes,3,0
4182,05-07-19,male,100,white,4,no preference,yes,Not Reported,yes,7,0
4183,05-07-19,female,100,white,10,chocolate,yes,<100K,yes,10,1
4184,05-07-19,male,100,black,9,specialty,yes,Not Reported,yes,9,1
4185,05-07-19,male,100,black,7,chocolate,yes,Not Reported,yes,9,1
4186,05-07-19,female,100,red,6,specialty,yes,<100K,yes,6,0
4187,05-07-19,female,100,black,0,vanilla,yes,<100K,yes,9,1
4188,05-07-19,male,100,red,1,vanilla,yes,Not Reported,yes,7,1
4189,05-07-19,female,100,red,6,no preference,yes,<100K,yes,6,0
4190,05-07-19,female,100,white,3,specialty,yes,<50K,yes,3,0
4191,05-07-19,male,100,red,2,chocolate,yes,Not Reported,yes,8,1
4192,05-07-19,male,100,red,4,chocolate,yes,Not Reported,yes,10,1
4193,05-07-19,male,100,silver,7,no preference,yes,Not Reported,yes,7,0
4194,05-07-19,female,100,black,8,no preference,yes,<50K,yes,8,1
4195,05-07-19,male,100,silver,8,chocolate,yes,Not Reported,yes,8,1
4196,05-07-19,female,100,silver,3,no preference,yes,<50K,yes,3,0
4197,05-07-19,female,100,red,5,no preference,yes,<50K,yes,5,0
4198,05-07-19,female,100,white,9,chocolate,yes,<50K,yes,9,1
4199,05-07-19,female,100,white,1,swirl,yes,<50K,yes,8,0
4200,05-07-19,female,100,black,0,no preference,no,<50K,yes,7,0
4201,05-07-19,male,100,white,6,no preference,no,Not Reported,yes,6,0
4202,05-07-19,male,100,red,2,specialty,no,Not Reported,yes,4,1
4203,05-07-19,male,100,silver,9,swirl,no,Not Reported,yes,9,1
4204,05-07-19,male,100,red,10,chocolate,no,Not Reported,yes,10,1
4205,05-07-19,female,100,black,7,no preference,no,<50K,yes,7,0
4206,05-07-19,female,100,silver,3,vanilla,no,<50K,yes,3,0
4207,05-07-19,female,100,red,0,vanilla,no,<50K,yes,1,0
4208,05-07-19,male,100,white,2,vanilla,no,Not Reported,yes,6,0
4209,05-07-19,male,100,red,4,no preference,no,Not Reported,yes,10,0
4210,05-07-19,female,100,blue,7,chocolate,no,<50K,yes,10,1
4211,05-07-19,female,100,red,0,swirl,no,<50K,yes,1,0
4212,05-07-19,female,100,blue,0,chocolate,no,<50K,yes,7,0
4213,05-07-19,male,100,silver,7,chocolate,no,Not Reported,yes,7,1
4214,05-07-19,female,100,silver,9,chocolate,no,<50K,yes,9,1
4215,05-07-19,female,100,red,6,chocolate,no,<50K,yes,6,1
4216,05-07-19,female,100,red,7,swirl,no,<50K,yes,9,0
4217,05-07-19,female,100,black,3,swirl,no,<50K,yes,3,0
4218,05-07-19,male,100,black,5,specialty,no,Not Reported,yes,7,1
4219,05-07-19,male,100,red,6,swirl,no,Not Reported,yes,6,0
4220,05-07-19,male,100,blue,2,chocolate,no,Not Reported,yes,4,1
4221,05-07-19,male,100,silver,0,swirl,no,Not Reported,yes,10,1
4222,05-07-19,female,100,no preference,0,vanilla,no,<50K,yes,6,0
4223,05-07-19,male,100,white,7,no preference,no,Not Reported,yes,7,0
4224,05-07-19,female,100,blue,0,no preference,no,<50K,yes,10,0
4225,05-07-19,female,100,red,1,chocolate,no,<50K,yes,7,0
4226,05-07-19,male,100,silver,6,no preference,no,Not Reported,yes,6,0
4227,05-07-19,male,100,blue,4,vanilla,yes,Not Reported,yes,5,0
4228,05-07-19,male,100,no preference,1,specialty,yes,Not Reported,yes,8,0
4229,05-07-19,female,100,silver,5,no preference,yes,<50K,yes,5,0
4230,05-07-19,female,100,black,10,swirl,no,<50K,yes,10,0
4231,05-07-19,female,100,no preference,6,chocolate,no,<50K,yes,6,1
4232,05-07-19,male,100,no preference,2,swirl,yes,Not Reported,yes,10,0
4233,05-07-19,female,100,black,4,vanilla,no,<50K,yes,4,0
4234,05-07-19,male,100,blue,6,vanilla,yes,Not Reported,yes,9,1
4235,05-07-19,female,100,blue,8,vanilla,yes,<50K,yes,8,1
4236,05-07-19,female,100,blue,2,chocolate,no,<50K,yes,10,1
4237,05-07-19,female,100,black,3,swirl,yes,<50K,yes,10,0
4238,05-07-19,male,100,no preference,9,specialty,no,Not Reported,yes,9,0
4239,05-07-19,female,100,blue,9,swirl,yes,<50K,yes,9,1
4240,05-07-19,female,100,red,7,chocolate,no,<50K,yes,7,1
4241,05-07-19,female,100,no preference,6,specialty,no,<50K,yes,9,0
4242,05-07-19,female,100,blue,8,no preference,yes,<50K,yes,8,1
4243,05-07-19,female,100,no preference,0,vanilla,no,<50K,yes,10,0
4244,05-07-19,male,100,blue,4,specialty,yes,Not Reported,yes,4,0
4245,05-07-19,female,100,red,4,chocolate,no,<50K,yes,4,1
4246,05-07-19,female,100,no preference,2,swirl,no,<50K,yes,9,0
4247,05-07-19,female,100,blue,3,chocolate,no,<50K,yes,5,1
4248,05-07-19,female,100,no preference,8,specialty,no,<50K,yes,10,0
4249,05-07-19,male,100,blue,3,specialty,no,Not Reported,yes,6,0
4250,05-07-19,female,100,blue,2,swirl,yes,<50K,yes,5,0
4251,05-07-19,male,100,blue,1,vanilla,yes,Not Reported,yes,3,1
4252,05-07-19,female,100,black,6,no preference,no,<50K,yes,9,0
4253,05-07-19,female,100,white,7,vanilla,no,<50K,yes,7,0
4254,05-07-19,female,100,black,5,chocolate,yes,<50K,yes,7,1
4255,05-07-19,female,100,blue,2,swirl,no,<50K,yes,3,0
4256,05-07-19,female,100,red,3,swirl,no,<50K,yes,4,0
4257,05-07-19,male,100,silver,1,swirl,yes,Not Reported,yes,3,0
4258,05-07-19,male,100,no preference,5,swirl,yes,Not Reported,yes,8,0
4259,05-07-19,female,100,red,7,chocolate,yes,<50K,yes,8,1
4260,05-07-19,female,100,black,7,no preference,no,<50K,yes,7,0
4261,05-07-19,female,100,silver,10,swirl,no,<50K,yes,10,0
4262,05-07-19,female,100,silver,10,no preference,no,<50K,yes,10,0
4263,05-07-19,male,100,silver,0,specialty,no,Not Reported,yes,1,0
4264,05-07-19,female,100,black,10,chocolate,yes,<50K,yes,10,1
4265,05-07-19,female,100,blue,2,swirl,no,<50K,yes,6,0
4266,05-07-19,male,100,silver,7,no preference,yes,Not Reported,yes,7,0
4267,05-07-19,female,100,no preference,10,vanilla,yes,<50K,yes,10,1
4268,05-07-19,female,100,blue,2,swirl,yes,<50K,yes,6,0
4269,05-07-19,female,100,blue,0,swirl,no,<50K,yes,1,0
4270,05-07-19,female,100,no preference,2,chocolate,yes,<50K,yes,2,1
4271,05-07-19,female,100,silver,3,specialty,no,<50K,yes,3,0
4272,05-07-19,female,100,white,9,specialty,no,<50K,yes,9,0
4273,05-07-19,female,100,blue,4,chocolate,yes,<50K,yes,4,1
4274,05-07-19,female,100,no preference,0,chocolate,yes,<50K,yes,10,0
4275,05-07-19,female,100,red,4,vanilla,yes,<50K,yes,8,1
4276,05-07-19,female,100,white,7,no preference,no,<50K,yes,7,0
4277,05-07-19,female,100,no preference,4,chocolate,yes,<50K,yes,4,1
4278,05-07-19,male,100,red,9,vanilla,yes,Not Reported,yes,9,1
4279,05-07-19,female,100,blue,5,swirl,yes,<50K,yes,5,0
4280,05-07-19,male,100,red,9,swirl,no,Not Reported,yes,9,1
4281,05-07-19,female,100,black,8,specialty,no,<50K,yes,8,0
4282,05-07-19,female,100,red,1,chocolate,no,<50K,yes,6,0
4283,05-07-19,female,100,blue,8,chocolate,yes,<50K,yes,10,1
4284,05-07-19,female,100,black,1,swirl,no,<50K,yes,3,0
4285,05-07-19,male,100,red,3,swirl,no,Not Reported,yes,9,1
4286,05-07-19,male,100,white,8,specialty,no,Not Reported,yes,8,1
4287,05-07-19,female,100,blue,0,specialty,no,<50K,yes,7,0
4288,05-07-19,female,100,white,9,chocolate,no,<50K,yes,9,1
4289,05-07-19,male,100,silver,5,specialty,yes,Not Reported,yes,8,1
4290,05-07-19,female,100,black,8,vanilla,yes,<50K,yes,8,1
4291,05-07-19,female,100,red,5,swirl,yes,<50K,yes,5,0
4292,05-07-19,male,100,silver,1,specialty,no,Not Reported,yes,7,1
4293,05-07-19,female,100,silver,7,no preference,no,<50K,yes,7,0
4294,05-07-19,female,100,red,6,vanilla,no,<50K,yes,7,1
4295,05-07-19,male,100,silver,6,swirl,yes,Not Reported,yes,6,1
4296,05-07-19,male,100,no preference,10,chocolate,yes,Not Reported,yes,10,0
4297,05-07-19,female,100,no preference,5,no preference,no,<50K,yes,5,0
4298,05-07-19,female,100,no preference,8,specialty,no,<50K,yes,8,0
4299,05-07-19,female,100,blue,1,chocolate,yes,<50K,yes,1,0
4300,05-07-19,female,100,blue,7,specialty,no,<50K,yes,7,0
4301,05-07-19,male,100,black,5,swirl,yes,Not Reported,yes,5,1
4302,05-07-19,female,100,black,6,chocolate,no,<50K,yes,7,1
4303,05-07-19,male,100,black,5,vanilla,yes,Not Reported,yes,9,1
4304,05-07-19,male,100,blue,4,no preference,yes,>100K,yes,4,0
