Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week
5764,06-07-19,female,100,silver,9,swirl,yes,<50K,no,10
5765,06-07-19,male,100,silver,4,chocolate,yes,,no,8
5766,06-07-19,female,100,white,9,vanilla,yes,<50K,no,8
5767,06-07-19,male,100,no preference,10,vanilla,yes,,no,7
5768,06-07-19,male,100,black,5,vanilla,yes,,no,2
5769,06-07-19,male,100,white,6,vanilla,yes,,no,2
5770,06-07-19,female,100,red,4,specialty,yes,<50K,no,6
5771,06-07-19,female,100,silver,4,swirl,yes,<50K,no,5
5772,06-07-19,male,100,no preference,1,vanilla,yes,,no,3
5773,06-07-19,male,100,red,8,no preference,yes,,no,2
5774,06-07-19,male,100,red,10,vanilla,yes,,no,8
5775,06-07-19,male,100,no preference,8,chocolate,yes,,no,4
5776,06-07-19,female,100,white,6,vanilla,yes,<50K,no,5
5777,06-07-19,male,100,red,1,specialty,yes,,no,9
5778,06-07-19,male,100,no preference,3,no preference,yes,,no,1
5779,06-07-19,female,100,red,6,no preference,yes,<50K,no,3
5780,06-07-19,male,100,silver,3,swirl,yes,,no,1
5781,06-07-19,female,100,black,4,vanilla,yes,<50K,no,4
5782,06-07-19,female,100,blue,7,chocolate,yes,<50K,no,6
5783,06-07-19,male,100,black,2,specialty,yes,,no,10
5784,06-07-19,female,100,silver,2,chocolate,yes,<50K,no,8
5785,06-07-19,male,100,white,6,swirl,yes,,no,10
5786,06-07-19,male,100,white,8,chocolate,yes,,no,6
5787,06-07-19,female,100,no preference,10,vanilla,yes,<50K,no,5
5788,06-07-19,male,100,blue,7,no preference,yes,,no,7
5789,06-07-19,male,100,silver,6,no preference,yes,,no,7
5790,06-07-19,male,100,silver,0,chocolate,yes,,no,4
5791,06-07-19,male,100,red,9,swirl,yes,,no,4
5792,06-07-19,male,100,silver,7,chocolate,yes,,no,5
5793,06-07-19,male,100,no preference,10,vanilla,yes,,no,9
5794,06-07-19,male,100,no preference,2,swirl,yes,,no,5
5795,06-07-19,female,100,silver,4,vanilla,yes,<50K,no,4
5796,06-07-19,male,100,red,8,vanilla,yes,,no,3
5797,06-07-19,male,100,no preference,10,swirl,yes,,no,10
5798,06-07-19,female,100,white,9,specialty,yes,<50K,no,4
5799,06-07-19,male,100,white,9,specialty,yes,,no,8
5800,06-07-19,male,100,white,5,vanilla,yes,,no,2
5801,06-07-19,female,100,red,7,swirl,yes,<50K,no,2
5802,06-07-19,male,100,red,10,chocolate,yes,,no,8
5803,06-07-19,male,100,blue,2,no preference,yes,,no,1
5804,06-07-19,male,100,red,2,swirl,yes,,no,3
5805,06-07-19,male,100,blue,8,chocolate,yes,,no,8
5806,06-07-19,female,100,white,6,vanilla,yes,<50K,no,8
5807,06-07-19,male,100,silver,0,swirl,yes,,no,4
5808,06-07-19,female,100,no preference,8,vanilla,yes,<50K,no,9
5809,06-07-19,male,100,white,5,chocolate,yes,,no,8
5810,06-07-19,male,100,silver,4,no preference,yes,,no,3
5811,06-07-19,male,100,silver,5,specialty,yes,,no,10
5812,06-07-19,male,100,silver,6,swirl,yes,,no,10
5813,06-07-19,male,100,blue,0,chocolate,yes,,no,7
5814,06-07-19,male,100,white,5,no preference,yes,,no,4
5815,06-07-19,female,100,no preference,2,chocolate,yes,<50K,no,6
5816,06-07-19,female,100,no preference,3,specialty,yes,<50K,no,6
5817,06-07-19,male,100,no preference,5,specialty,yes,,no,7
5818,06-07-19,female,100,no preference,6,swirl,yes,<50K,no,10
5819,06-07-19,male,100,no preference,10,specialty,yes,,no,8
5820,06-07-19,male,100,no preference,9,vanilla,yes,,no,2
5821,06-07-19,male,100,black,8,no preference,yes,,no,2
5822,06-07-19,male,100,white,9,swirl,yes,,no,6
5823,06-07-19,male,100,blue,2,no preference,yes,,no,7
5824,06-07-19,male,100,black,0,swirl,yes,,no,1
5825,06-07-19,male,100,no preference,2,specialty,yes,,no,3
5826,06-07-19,male,100,black,7,chocolate,yes,,no,4
5827,06-07-19,female,100,red,7,vanilla,yes,<50K,no,9
5828,06-07-19,male,100,blue,8,no preference,yes,,no,1
5829,06-07-19,male,100,silver,3,chocolate,yes,,no,8
5830,06-07-19,female,100,black,2,vanilla,yes,<50K,no,2
5831,06-07-19,male,100,silver,5,vanilla,yes,,no,1
5832,06-07-19,female,100,white,5,specialty,yes,<50K,no,5
5833,06-07-19,male,100,silver,8,swirl,yes,,no,1
5834,06-07-19,male,100,red,2,vanilla,yes,,no,8
5835,06-07-19,male,100,red,8,vanilla,yes,,no,10
5836,06-07-19,male,100,white,9,vanilla,yes,,no,6
5837,06-07-19,female,100,silver,2,vanilla,yes,<50K,no,10
5838,06-07-19,male,100,red,6,vanilla,yes,,no,7
5839,06-07-19,male,100,no preference,2,chocolate,yes,,no,4
5840,06-07-19,female,100,white,5,specialty,yes,<50K,no,4
5841,06-07-19,male,100,red,8,no preference,yes,,no,4
5842,06-07-19,male,100,black,1,no preference,yes,,no,8
5843,06-07-19,male,100,black,4,no preference,yes,,no,6
5844,06-07-19,male,100,blue,0,specialty,yes,,no,2
5845,06-07-19,male,100,black,3,chocolate,yes,,no,6
5846,06-07-19,male,100,white,2,specialty,yes,,no,2
5847,06-07-19,female,100,black,8,no preference,yes,<50K,no,10
5848,06-07-19,female,100,silver,0,chocolate,yes,<50K,no,5
5849,06-07-19,female,100,silver,1,chocolate,yes,<50K,no,8
5850,06-07-19,female,100,silver,8,vanilla,yes,<50K,no,10
5851,06-07-19,male,100,blue,4,specialty,yes,,no,5
5852,06-07-19,female,100,white,3,chocolate,yes,<50K,no,8
5853,06-07-19,male,100,red,1,chocolate,yes,,no,7
5854,06-07-19,female,100,silver,0,no preference,yes,<50K,no,1
5855,06-07-19,male,100,white,10,swirl,yes,,no,9
5856,06-07-19,male,100,white,0,chocolate,yes,,no,7
5857,06-07-19,female,100,white,2,vanilla,yes,<50K,no,4
5858,06-07-19,male,100,no preference,4,chocolate,yes,,no,8
5859,06-07-19,male,100,silver,9,swirl,yes,,no,2
5860,06-07-19,female,100,silver,8,specialty,yes,<50K,no,4
5861,06-07-19,male,100,red,3,no preference,yes,,no,5
5862,06-07-19,male,100,silver,8,vanilla,yes,,no,6
5863,06-07-19,female,100,silver,5,chocolate,yes,<50K,no,5
5864,06-07-19,male,100,black,4,vanilla,yes,,no,1
5865,06-07-19,male,100,red,5,chocolate,yes,,no,8
5866,06-07-19,male,100,white,1,specialty,yes,,no,8
5867,06-07-19,female,100,white,5,no preference,yes,<50K,no,10
5868,06-07-19,male,100,blue,9,no preference,yes,,no,3
5869,06-07-19,male,100,no preference,1,swirl,yes,,no,9
5870,06-07-19,female,100,red,4,swirl,yes,<50K,no,10
5871,06-07-19,male,100,blue,5,no preference,yes,,no,4
5872,06-07-19,male,100,black,8,swirl,yes,,no,4
5873,06-07-19,female,100,blue,5,specialty,yes,<50K,no,1
5874,06-07-19,female,100,white,7,vanilla,yes,<50K,no,8
5875,06-07-19,female,100,blue,7,no preference,yes,<50K,no,1
5876,06-07-19,female,100,silver,5,specialty,yes,<50K,no,2
5877,06-07-19,female,100,no preference,3,no preference,yes,<50K,no,4
5878,06-07-19,male,100,no preference,5,no preference,yes,,no,2
5879,06-07-19,female,100,no preference,6,chocolate,yes,<50K,no,8
5880,06-07-19,male,100,no preference,8,no preference,yes,,no,7
5881,06-07-19,female,100,red,3,vanilla,yes,<50K,no,5
5882,06-07-19,male,100,blue,9,specialty,yes,,no,8
5883,06-07-19,male,100,no preference,8,chocolate,yes,,no,5
5884,06-07-19,male,100,red,1,chocolate,yes,,no,4
5885,06-07-19,male,100,no preference,1,no preference,yes,,no,2
5886,06-07-19,male,100,black,2,chocolate,yes,,no,6
5887,06-07-19,male,100,red,6,specialty,yes,,no,10
5888,06-07-19,male,100,red,9,swirl,yes,,no,8
5889,06-07-19,male,100,white,9,chocolate,yes,,no,5
5890,06-07-19,male,100,silver,10,specialty,yes,,no,8
5891,06-07-19,female,100,red,10,chocolate,yes,<50K,no,4
5892,06-07-19,male,100,black,10,specialty,yes,,no,6
5893,06-07-19,male,100,blue,10,vanilla,yes,,no,8
5894,06-07-19,male,100,red,0,specialty,yes,,no,9
5895,06-07-19,female,100,red,9,specialty,yes,<50K,no,6
5896,06-07-19,male,100,blue,4,swirl,yes,,no,1
5897,06-07-19,male,100,blue,9,chocolate,yes,,no,5
5898,06-07-19,male,100,blue,5,vanilla,yes,,no,8
5899,06-07-19,male,100,red,9,specialty,yes,,no,4
5900,06-07-19,male,100,black,6,vanilla,yes,,no,2
5901,06-07-19,male,100,white,4,swirl,yes,,no,1
5902,06-07-19,female,100,no preference,0,vanilla,yes,<50K,no,5
5903,06-07-19,male,100,black,10,specialty,yes,,no,7
5904,06-07-19,male,100,white,7,specialty,yes,,no,1
5905,06-07-19,male,100,white,3,vanilla,yes,,no,4
5906,06-07-19,male,100,blue,4,chocolate,yes,,no,6
5907,06-07-19,female,100,red,7,swirl,yes,<50K,no,4
5908,06-07-19,female,100,black,5,specialty,yes,<50K,no,7
5909,06-07-19,female,100,silver,5,swirl,yes,<50K,no,1
5910,06-07-19,male,100,blue,8,no preference,yes,,no,8
5911,06-07-19,male,100,red,6,vanilla,yes,,no,3
5912,06-07-19,male,100,no preference,9,vanilla,yes,,no,9
5913,06-07-19,female,100,no preference,7,chocolate,yes,<50K,no,7
5914,06-07-19,male,100,blue,7,swirl,yes,,no,1
5915,06-07-19,male,100,red,8,swirl,yes,,no,3
5916,06-07-19,male,100,no preference,2,specialty,yes,,no,3
5917,06-07-19,male,100,blue,0,chocolate,yes,,no,5
5918,06-07-19,male,100,red,8,vanilla,yes,,no,10
5919,06-07-19,female,100,red,4,swirl,yes,<50K,no,9
5920,06-07-19,female,100,black,6,vanilla,yes,<50K,no,4
5921,06-07-19,female,100,silver,0,vanilla,yes,<50K,no,3
5922,06-07-19,female,100,no preference,9,no preference,yes,<50K,no,2
5923,06-07-19,male,100,white,7,vanilla,yes,,no,5
5924,06-07-19,female,100,no preference,6,specialty,yes,<50K,no,7
5925,06-07-19,male,100,no preference,1,chocolate,yes,,no,6
5926,06-07-19,male,100,silver,7,no preference,yes,,no,9
5927,06-07-19,male,100,blue,2,chocolate,yes,,no,8
5928,06-07-19,female,100,no preference,1,chocolate,yes,<50K,no,4
5929,06-07-19,male,100,red,8,chocolate,yes,,no,7
5930,06-07-19,female,100,no preference,6,no preference,yes,<50K,no,4
5931,06-07-19,male,100,blue,2,specialty,yes,,no,8
5932,06-07-19,male,100,blue,2,swirl,yes,,no,9
5933,06-07-19,female,100,red,0,no preference,yes,<50K,no,8
5934,06-07-19,male,100,blue,7,specialty,yes,,no,8
5935,06-07-19,male,100,white,2,specialty,yes,,no,8
5936,06-07-19,female,100,no preference,10,swirl,yes,<50K,no,1
5937,06-07-19,female,100,black,2,no preference,yes,<50K,no,6
5938,06-07-19,male,100,white,0,no preference,yes,,no,4
5939,06-07-19,male,100,blue,1,chocolate,yes,,no,8
5940,06-07-19,male,100,black,10,swirl,yes,,no,2
5941,06-07-19,male,100,blue,7,vanilla,yes,,no,5
5942,06-07-19,male,100,red,7,swirl,yes,,no,6
5943,06-07-19,male,100,blue,1,swirl,yes,,no,5
5944,06-07-19,male,100,white,4,specialty,yes,,no,4
5945,06-07-19,male,100,blue,3,vanilla,yes,,no,4
5946,06-07-19,male,100,silver,8,swirl,yes,,no,7
5947,06-07-19,male,100,white,3,no preference,yes,,no,8
5948,06-07-19,male,100,red,7,chocolate,yes,,no,6
5949,06-07-19,male,100,red,3,chocolate,yes,,no,4
5950,06-07-19,male,100,no preference,7,swirl,yes,,no,6
5951,06-07-19,male,100,white,4,swirl,yes,,no,7
5952,06-07-19,male,100,black,4,swirl,yes,,no,3
5953,06-07-19,female,100,black,10,chocolate,yes,<50K,no,7
5954,06-07-19,male,100,silver,9,no preference,yes,,no,7
5955,06-07-19,male,100,red,9,swirl,yes,,no,3
5956,06-07-19,male,100,black,1,specialty,yes,,no,10
5957,06-07-19,male,100,red,10,no preference,yes,,no,10
5958,06-07-19,male,100,blue,5,specialty,yes,,yes,2
5959,06-07-19,female,100,white,6,no preference,yes,<50K,yes,8
5960,06-07-19,female,100,red,10,specialty,yes,<50K,yes,10
5961,06-07-19,male,100,red,7,specialty,yes,,yes,1
5962,06-07-19,male,100,white,1,no preference,yes,,yes,2
5963,06-07-19,male,100,black,7,swirl,yes,,yes,6
5964,06-07-19,female,100,blue,8,vanilla,yes,<50K,yes,4
5965,06-07-19,female,100,no preference,2,vanilla,yes,<50K,no,7
5966,06-07-19,male,100,no preference,1,vanilla,yes,,yes,8
5967,06-07-19,female,100,red,1,no preference,yes,<50K,no,5
5968,06-07-19,male,100,black,6,swirl,yes,,yes,4
5969,06-07-19,female,100,white,0,specialty,yes,<50K,yes,9
5970,06-07-19,male,100,silver,4,specialty,yes,,no,10
5971,06-07-19,male,100,blue,4,no preference,yes,,yes,8
5972,06-07-19,male,100,blue,10,chocolate,yes,,yes,7
5973,06-07-19,male,100,no preference,0,specialty,yes,,yes,6
5974,06-07-19,female,100,no preference,3,no preference,yes,<50K,yes,8
5975,06-07-19,female,100,red,10,swirl,yes,<50K,yes,3
5976,06-07-19,male,100,black,5,no preference,yes,,yes,3
5977,06-07-19,male,100,black,8,specialty,yes,,yes,1
5978,06-07-19,male,100,white,0,specialty,yes,,yes,6
5979,06-07-19,female,100,blue,4,specialty,yes,<50K,yes,2
5980,06-07-19,male,100,blue,4,chocolate,yes,,yes,7
5981,06-07-19,female,100,blue,,vanilla,yes,<50K,yes,4
5982,06-07-19,male,100,silver,,swirl,yes,,yes,3
5983,06-07-19,male,100,no preference,6,chocolate,yes,,yes,7
5984,06-07-19,male,100,silver,5,no preference,yes,,yes,8
5985,06-07-19,male,100,red,4,no preference,yes,,yes,4
5986,06-07-19,male,100,white,7,specialty,yes,,yes,8
5987,06-07-19,male,100,blue,8,chocolate,yes,,yes,5
5988,06-07-19,female,100,no preference,0,chocolate,yes,<50K,yes,5
5989,06-07-19,female,100,blue,10,vanilla,yes,<50K,yes,6
5990,06-07-19,male,100,red,10,no preference,yes,,yes,1
5991,06-07-19,male,100,red,3,specialty,yes,,yes,2
5992,06-07-19,male,100,silver,7,no preference,yes,,yes,5
5993,06-07-19,male,100,blue,3,vanilla,yes,,yes,9
5994,06-07-19,male,100,blue,0,swirl,yes,,yes,8
5995,06-07-19,male,100,black,5,no preference,yes,,yes,1
5996,06-07-19,female,100,blue,1,no preference,yes,<50K,yes,8
5997,06-07-19,male,100,black,3,chocolate,yes,,yes,6
5998,06-07-19,female,100,white,2,chocolate,yes,<50K,yes,5
5999,06-07-19,male,100,red,2,vanilla,yes,,yes,10
6000,06-07-19,male,100,red,2,vanilla,yes,,yes,2
6001,06-07-19,male,100,no preference,7,no preference,yes,,yes,5
6002,06-07-19,male,100,blue,2,swirl,yes,,yes,2
6003,06-07-19,male,100,black,8,vanilla,yes,,yes,7
6004,06-07-19,male,100,black,0,vanilla,yes,,yes,2
6005,06-07-19,male,100,white,4,swirl,yes,,yes,3
6006,06-07-19,female,100,black,0,vanilla,yes,<50K,yes,2
6007,06-07-19,male,100,silver,4,swirl,yes,,yes,2
6008,06-07-19,male,100,blue,3,swirl,yes,,yes,3
6009,06-07-19,female,100,silver,8,specialty,yes,<50K,yes,10
6010,06-07-19,male,100,blue,1,vanilla,yes,,yes,3
6011,06-07-19,male,100,no preference,10,chocolate,yes,,yes,7
6012,06-07-19,male,100,blue,3,no preference,yes,,yes,5
6013,06-07-19,male,100,no preference,8,specialty,yes,,yes,7
6014,06-07-19,male,100,silver,4,vanilla,yes,,yes,3
6015,06-07-19,female,100,black,3,swirl,yes,<50K,yes,10
6016,06-07-19,female,100,no preference,1,swirl,yes,<50K,yes,8
6017,06-07-19,male,100,black,6,vanilla,yes,,yes,2
6018,06-07-19,male,100,red,7,chocolate,yes,,yes,4
6019,06-07-19,female,100,silver,4,chocolate,yes,<50K,yes,5
6020,06-07-19,male,100,white,10,vanilla,yes,,yes,9
6021,06-07-19,female,100,red,2,vanilla,yes,<50K,yes,8
6022,06-07-19,female,100,no preference,4,swirl,yes,<50K,yes,10
6023,06-07-19,female,100,no preference,5,swirl,yes,<50K,yes,5
6024,06-07-19,male,100,blue,5,specialty,yes,,yes,8
6025,06-07-19,female,100,silver,2,swirl,yes,<50K,yes,8
6026,06-07-19,male,100,red,9,vanilla,yes,,yes,4
6027,06-07-19,female,100,no preference,9,chocolate,yes,<50K,yes,8
6028,06-07-19,male,100,silver,7,swirl,yes,,yes,3
6029,06-07-19,female,100,black,9,specialty,yes,<50K,yes,5
6030,06-07-19,female,100,silver,8,specialty,yes,<50K,yes,3
6031,06-07-19,female,100,silver,2,swirl,yes,<50K,yes,9
6032,06-07-19,male,100,no preference,5,chocolate,yes,,yes,4
6033,06-07-19,male,100,no preference,9,no preference,yes,,yes,5
6034,06-07-19,female,100,no preference,8,chocolate,yes,<50K,yes,6
6035,06-07-19,male,100,red,6,specialty,yes,,yes,5
6036,06-07-19,male,100,white,1,no preference,yes,,yes,5
6037,06-07-19,male,100,no preference,2,no preference,yes,,yes,2
6038,06-07-19,male,100,white,1,vanilla,yes,,yes,8
6039,06-07-19,female,100,white,5,no preference,yes,<50K,yes,5
6040,06-07-19,male,100,white,5,specialty,yes,,yes,8
6041,06-07-19,male,100,black,0,no preference,yes,,yes,3
6042,06-07-19,male,100,red,0,no preference,yes,,yes,8
6043,06-07-19,female,100,blue,2,swirl,yes,<50K,yes,1
6044,06-07-19,male,100,red,2,vanilla,yes,,yes,6
6045,06-07-19,female,100,black,4,specialty,yes,<50K,yes,2
6046,06-07-19,male,100,silver,7,no preference,yes,,yes,10
6047,06-07-19,female,100,no preference,7,swirl,yes,<50K,yes,8
6048,06-07-19,male,100,silver,9,chocolate,yes,,yes,8
6049,06-07-19,male,100,white,3,no preference,yes,,yes,6
6050,06-07-19,male,100,black,8,swirl,yes,,yes,8
6051,06-07-19,male,100,blue,6,vanilla,yes,,yes,2
6052,06-07-19,male,100,black,9,swirl,yes,,yes,10
6053,06-07-19,female,100,red,1,specialty,yes,<50K,yes,6
6054,06-07-19,male,100,white,10,no preference,yes,,yes,4
6055,06-07-19,male,100,white,2,no preference,yes,,yes,10
6056,06-07-19,female,100,no preference,3,swirl,yes,<50K,yes,2
6057,06-07-19,female,100,blue,6,no preference,yes,<50K,yes,7
6058,06-07-19,male,100,blue,6,specialty,yes,,yes,5
6059,06-07-19,male,100,white,1,chocolate,yes,,yes,8
6060,06-07-19,female,100,red,0,no preference,yes,<50K,yes,6
6061,06-07-19,male,100,white,7,specialty,yes,,yes,3
6062,06-07-19,male,100,white,9,specialty,yes,,yes,8
6063,06-07-19,male,100,red,7,no preference,yes,,yes,9
6064,06-07-19,male,100,black,4,no preference,yes,,yes,1
6065,06-07-19,male,100,red,8,swirl,yes,,yes,1
6066,06-07-19,male,100,blue,5,specialty,yes,,yes,1
6067,06-07-19,male,100,white,5,specialty,yes,,yes,10
6068,06-07-19,male,100,black,6,no preference,yes,,yes,5
6069,06-07-19,female,100,silver,4,vanilla,yes,<50K,yes,3
6070,06-07-19,male,100,black,9,vanilla,yes,,yes,3
6071,06-07-19,female,100,blue,6,chocolate,yes,<50K,yes,5
6072,06-07-19,male,100,silver,5,vanilla,yes,,yes,4
6073,06-07-19,male,100,no preference,4,vanilla,yes,,yes,6
6074,06-07-19,male,100,white,4,vanilla,yes,,yes,9
6075,06-07-19,male,100,black,4,chocolate,yes,,yes,5
6076,06-07-19,female,100,black,7,swirl,yes,<50K,yes,10
6077,06-07-19,male,100,white,6,vanilla,yes,,yes,9
6078,06-07-19,male,100,black,6,vanilla,yes,,yes,1
6079,06-07-19,female,100,blue,7,no preference,yes,<50K,yes,1
6080,06-07-19,female,100,blue,1,chocolate,yes,<50K,yes,5
6081,06-07-19,male,100,white,2,no preference,yes,,yes,8
6082,06-07-19,female,100,no preference,0,specialty,yes,<50K,yes,2
6083,06-07-19,male,100,no preference,6,specialty,yes,,yes,3
6084,06-07-19,female,100,no preference,2,chocolate,yes,<50K,yes,6
6085,06-07-19,male,100,no preference,0,chocolate,yes,,yes,5
6086,06-07-19,male,100,silver,6,vanilla,yes,,yes,7
6087,06-07-19,male,100,blue,7,specialty,yes,,yes,7
6088,06-07-19,male,100,white,5,vanilla,yes,,yes,3
6089,06-07-19,female,100,no preference,8,specialty,yes,<50K,yes,8
6090,06-07-19,female,100,white,5,chocolate,yes,<50K,yes,8
6091,06-07-19,male,100,blue,10,specialty,yes,,yes,5
6092,06-07-19,male,100,white,6,swirl,yes,,yes,2
6093,06-07-19,male,100,red,8,vanilla,yes,,yes,8
6094,06-07-19,male,100,red,8,swirl,yes,,yes,8
6095,06-07-19,male,100,no preference,9,specialty,yes,,yes,9
6096,06-07-19,male,100,red,3,swirl,yes,,yes,2
6097,06-07-19,male,100,no preference,7,chocolate,yes,,yes,8
6098,06-07-19,male,100,silver,2,swirl,yes,,yes,2
6099,06-07-19,female,100,silver,10,specialty,yes,<50K,yes,6
6100,06-07-19,male,100,black,10,swirl,yes,,yes,5
6101,06-07-19,male,100,no preference,2,swirl,yes,,yes,5
6102,06-07-19,male,100,white,2,specialty,yes,,yes,10
6103,06-07-19,female,100,black,2,swirl,yes,<50K,yes,6
6104,06-07-19,male,100,white,10,swirl,yes,,yes,9
6105,06-07-19,female,100,black,1,chocolate,yes,<50K,yes,7
6106,06-07-19,male,100,no preference,8,chocolate,yes,,yes,8
6107,06-07-19,male,100,blue,3,no preference,yes,,yes,8
6108,06-07-19,male,100,red,7,swirl,yes,,yes,4
6109,06-07-19,male,100,silver,9,no preference,yes,,yes,6
6110,06-07-19,male,100,blue,7,no preference,yes,,yes,9
6111,06-07-19,male,100,no preference,7,chocolate,yes,,yes,6
6112,06-07-19,male,100,blue,1,chocolate,yes,,yes,7
6113,06-07-19,male,100,black,6,no preference,yes,,yes,8
6114,06-07-19,male,100,blue,7,vanilla,yes,,yes,8
6115,06-07-19,male,100,black,2,specialty,yes,,yes,9
6116,06-07-19,male,100,no preference,5,specialty,yes,,yes,5
6117,06-07-19,female,100,black,3,swirl,yes,<50K,yes,1
6118,06-07-19,male,100,white,8,swirl,yes,,yes,2
6119,06-07-19,female,100,black,3,vanilla,yes,<50K,yes,9
6120,06-07-19,male,100,black,10,swirl,yes,,yes,10
6121,06-07-19,male,100,red,7,no preference,yes,,yes,6
6122,06-07-19,female,100,white,0,specialty,yes,<50K,yes,4
6123,06-07-19,female,100,no preference,0,chocolate,yes,<50K,yes,5
6124,06-07-19,female,100,black,4,vanilla,yes,<50K,yes,7
6125,06-07-19,male,100,silver,0,chocolate,yes,,yes,5
6126,06-07-19,male,100,silver,4,swirl,yes,,yes,10
6127,06-07-19,female,100,red,3,vanilla,yes,<50K,yes,6
6128,06-07-19,male,100,black,1,vanilla,yes,,yes,8
6129,06-07-19,female,100,no preference,3,swirl,yes,<50K,yes,5
6130,06-07-19,female,100,black,5,chocolate,yes,<50K,yes,6
6131,06-07-19,male,100,black,0,specialty,yes,,yes,8
6132,06-07-19,female,100,red,7,swirl,yes,<50K,yes,10
6133,06-07-19,male,100,red,0,chocolate,yes,,yes,5
6134,06-07-19,male,100,red,10,swirl,yes,,yes,9
6135,06-07-19,female,100,blue,4,chocolate,yes,<50K,yes,8
6136,06-07-19,male,100,white,3,chocolate,yes,,yes,8
6137,06-07-19,male,100,black,7,chocolate,yes,,yes,5
6138,06-07-19,male,100,blue,10,vanilla,yes,,yes,2
6139,06-07-19,male,100,red,3,swirl,yes,,yes,4
6140,06-07-19,male,100,silver,0,swirl,yes,,yes,9
6141,06-07-19,male,100,silver,5,chocolate,yes,,yes,7
6142,06-07-19,male,100,blue,0,specialty,yes,,yes,2
6143,06-07-19,female,100,red,10,vanilla,yes,<50K,yes,3
6144,06-07-19,male,100,black,2,vanilla,yes,,yes,6
6145,06-07-19,male,100,blue,8,specialty,yes,,yes,10
6146,06-07-19,male,100,red,3,chocolate,yes,,yes,8
6147,06-07-19,male,100,blue,5,chocolate,yes,,yes,4
6148,06-07-19,female,100,silver,6,vanilla,yes,<50K,yes,10
6149,06-07-19,male,100,white,8,chocolate,yes,,yes,8
6150,06-07-19,male,100,blue,8,swirl,yes,,yes,1
6151,06-07-19,male,100,white,6,swirl,yes,,yes,2
6152,06-07-19,male,100,red,6,specialty,yes,,yes,10
6153,06-07-19,male,100,blue,7,chocolate,yes,,yes,4
6154,06-07-19,female,100,red,9,no preference,yes,<50K,yes,5
6155,06-07-19,male,100,no preference,4,swirl,yes,,yes,5
6156,06-07-19,male,100,red,3,chocolate,yes,,yes,7
6157,06-07-19,male,100,blue,6,chocolate,yes,,yes,7
6158,06-07-19,male,100,red,2,swirl,yes,,yes,7
6159,06-07-19,female,100,blue,3,swirl,yes,<50K,yes,10
6160,06-07-19,female,100,black,2,swirl,yes,<50K,yes,5
6161,06-07-19,male,100,silver,7,chocolate,yes,,yes,7
6162,06-07-19,male,100,black,9,specialty,yes,,yes,8
6163,06-07-19,male,100,silver,5,swirl,yes,,yes,4
6164,06-07-19,male,100,red,0,specialty,yes,,yes,3
6165,06-07-19,female,100,white,2,vanilla,yes,<50K,yes,4
6166,06-07-19,male,100,silver,2,no preference,yes,,yes,5
6167,06-07-19,female,100,red,9,chocolate,yes,<50K,yes,6
6168,06-07-19,female,100,white,1,vanilla,yes,<50K,yes,6
6169,06-07-19,male,100,silver,10,swirl,yes,,yes,3
6170,06-07-19,female,100,silver,6,vanilla,yes,<50K,yes,2
6171,06-07-19,male,100,black,1,no preference,yes,,yes,5
6172,06-07-19,male,100,black,2,specialty,yes,,yes,10
6173,06-07-19,male,100,black,4,vanilla,yes,,yes,2
6174,06-07-19,male,100,silver,3,specialty,yes,,yes,3
6175,06-07-19,female,100,white,7,no preference,yes,<50K,yes,9
6176,06-07-19,female,100,white,4,swirl,yes,<50K,yes,3
6177,06-07-19,male,100,no preference,5,specialty,yes,,yes,5
6178,06-07-19,male,100,black,7,swirl,yes,,yes,3
6179,06-07-19,male,100,white,1,vanilla,yes,,yes,10
6180,06-07-19,male,100,white,6,chocolate,yes,,yes,4
6181,06-07-19,female,100,no preference,0,chocolate,yes,<50K,yes,4
6182,06-07-19,male,100,blue,0,no preference,yes,,yes,6
6183,06-07-19,female,100,white,6,no preference,yes,<50K,yes,7
6184,06-07-19,male,100,blue,6,chocolate,yes,,yes,6
6185,06-07-19,female,100,white,10,vanilla,yes,<50K,yes,4
6186,06-07-19,female,100,no preference,4,chocolate,yes,<50K,yes,4
6187,06-07-19,male,100,black,8,vanilla,yes,,yes,10
6188,06-07-19,male,100,silver,3,specialty,yes,,yes,2
6189,06-07-19,male,100,black,8,no preference,yes,,yes,8
6190,06-07-19,male,100,red,9,swirl,yes,,yes,7
6191,06-07-19,female,100,red,8,no preference,yes,<50K,yes,7
6192,06-07-19,male,100,red,7,chocolate,yes,,yes,5
6193,06-07-19,male,100,white,4,no preference,yes,,yes,7
6194,06-07-19,female,100,red,0,chocolate,yes,<50K,yes,8
6195,06-07-19,female,100,no preference,7,swirl,yes,<50K,yes,2
6196,06-07-19,female,100,silver,0,vanilla,yes,<50K,yes,3
6197,06-07-19,male,100,red,4,no preference,yes,,yes,1
6198,06-07-19,male,100,blue,1,swirl,yes,,yes,8
6199,06-07-19,male,100,blue,8,no preference,yes,,yes,4
6200,06-07-19,male,100,red,10,swirl,yes,,yes,3
6201,06-07-19,male,100,silver,10,specialty,yes,,yes,1
6202,06-07-19,female,100,blue,5,no preference,yes,<50K,yes,4
6203,06-07-19,male,100,white,2,vanilla,yes,,yes,3
