Location,Year,FuelType,Transmission,Owner,Efficiency,Engine_cc,Seats,Km,Price
Delhi,2017,Gasoline,Manual,Second,17.6,1193,5,"47,000","$6,318 "
Kolkata,2008,Gasoline,Manual,Second,17.5,1298,5,"47,000","$1,965 "
Mumbai,2011,Diesel,Automatic,Second,14.2,2143,5,"47,000","$19,514 "
Pune,2011,Gasoline,Automatic,Second,13.9,1799,5,"47,000","$6,318 "
Mumbai,2010,Gasoline,Manual,Second,12.8,2354,5,"47,000","$4,914 "
Delhi,2014,Diesel,Automatic,Second,12.7,2993,5,"47,000","$90,903 "
Kolkata,2013,Diesel,Manual,First,25.8,1498,5,"46,992","$5,265 "
Kochi,2016,Diesel,Manual,First,25.8,1498,5,"46,983","$8,101 "
Coimbatore,2015,Diesel,Automatic,Second,12.1,2967,7,"46,983","$60,859 "
Kochi,2015,Diesel,Manual,First,21.3,1396,5,"46,950","$9,055 "
Delhi,2009,Gasoline,Manual,Second,18.5,1197,5,"46,946","$3,299 "
Kochi,2016,Diesel,Automatic,First,13,2143,5,"46,936","$41,556 "
Coimbatore,2012,Diesel,Automatic,First,14.9,2967,5,"46,913","$22,617 "
Kochi,2017,Gasoline,Manual,First,21.1,814,5,"46,897","$5,068 "
Coimbatore,2017,Gasoline,Automatic,First,18.5,1197,5,"46,849","$9,729 "
Kochi,2013,Gasoline,Manual,First,20.4,1197,5,"46,821","$4,801 "
Coimbatore,2018,Diesel,Manual,First,16,2179,7,"46,811","$23,291 "
Mumbai,2008,Gasoline,Manual,First,9.8,1995,5,"46,810","$5,545 "
Coimbatore,2011,Gasoline,Manual,Second,24.1,998,5,"46,808","$4,478 "
Kochi,2018,Gasoline,Manual,First,24.1,998,5,"46,805","$5,096 "
Mumbai,2011,Gasoline,Manual,First,16.5,1198,5,"46,759","$3,580 "
Mumbai,2014,Gasoline,Automatic,First,19.1,1373,5,"46,738","$8,564 "
Kochi,2014,Gasoline,Automatic,First,15.6,1497,5,"46,728","$8,634 "
Delhi,2016,Diesel,Manual,First,22.8,1498,5,"46,727","$10,178 "
Kolkata,2011,Gasoline,Manual,First,22,1197,5,"46,687","$3,791 "
Bangalore,2014,Gasoline,Manual,First,17,1591,5,"46,676","$10,880 "
Chennai,2017,Gasoline,Manual,First,21.1,998,5,"46,663","$9,757 "
Jaipur,2015,Gasoline,Manual,First,19.4,1198,5,"46,650","$5,967 "
Coimbatore,2016,Diesel,Automatic,First,21.7,1498,5,"46,630","$12,060 "
Kochi,2015,Gasoline,Manual,First,20.7,1373,5,"46,601","$9,603 "
Kochi,2014,Diesel,Manual,First,22.5,1396,5,"46,566","$6,177 "
Kochi,2015,Diesel,Manual,First,22.9,1248,5,"46,561","$6,935 "
Hyderabad,2014,Gasoline,Automatic,First,23.1,998,5,"46,559","$5,265 "
Jaipur,2016,Diesel,Manual,First,24,1120,5,"46,522","$6,318 "
Kolkata,2013,Diesel,Manual,First,27.4,1498,5,"46,500","$4,633 "
Kochi,2018,Gasoline,Manual,First,18.9,1197,5,"46,493","$7,764 "
Kochi,2016,Gasoline,Manual,First,16.5,1198,5,"46,399","$6,500 "
Bangalore,2014,Gasoline,Automatic,First,14.6,1999,5,"46,374","$12,425 "
Bangalore,2015,Gasoline,Manual,Second,16.5,1198,5,"46,354","$7,707 "
Kolkata,2016,Diesel,Manual,First,14.1,1948,7,"46,300","$6,809 "
Jaipur,2013,Gasoline,Manual,First,19.8,1086,5,"46,230","$4,352 "
Coimbatore,2015,Diesel,Manual,First,22.1,1199,5,"46,190","$8,227 "
Coimbatore,2015,Diesel,Manual,Second,19,1461,5,"46,173","$12,523 "
Delhi,2015,Diesel,Manual,Second,26.2,1248,5,"46,166","$7,721 "
Coimbatore,2015,Diesel,Manual,First,22.5,1396,5,"46,162","$9,799 "
Kolkata,2013,Gasoline,Automatic,Second,12,2354,5,"46,125","$17,549 "
Kochi,2018,Gasoline,Manual,First,17,1198,5,"46,007","$8,016 "
Hyderabad,2012,Gasoline,Manual,First,20.9,998,5,"46,004","$3,369 "
Pune,2015,Diesel,Automatic,First,20.6,1995,5,"46,001","$22,462 "
Hyderabad,2016,Diesel,Manual,First,28.1,1248,5,"46,000","$11,863 "
Delhi,2016,Diesel,Manual,First,27.4,1248,5,"46,000","$9,476 "
Hyderabad,2017,Diesel,Manual,First,25.6,1498,5,"46,000","$18,110 "
Chennai,2017,CNG,Manual,First,25,1197,5,"46,000","$6,949 "
Ahmedabad,2010,Diesel,Automatic,First,22.5,1995,5,"46,000","$23,164 "
Kolkata,2013,Diesel,Manual,First,21.9,1396,5,"46,000","$4,366 "
Kolkata,2013,Gasoline,Manual,First,18.9,998,5,"46,000","$3,720 "
Delhi,2017,Gasoline,Manual,First,18.9,1197,5,"46,000","$6,669 "
Ahmedabad,2015,Gasoline,Automatic,First,18.9,1197,5,"46,000","$7,160 "
Chennai,2011,Gasoline,Manual,First,18.2,1199,5,"46,000","$6,318 "
Pune,2013,Gasoline,Manual,First,17,1497,5,"46,000","$7,160 "
Ahmedabad,2011,Gasoline,Manual,First,16.8,1497,5,"46,000","$5,826 "
Kolkata,2009,Diesel,Automatic,First,16.6,1968,5,"46,000","$13,969 "
Kolkata,2009,Diesel,Automatic,First,16.6,1968,5,"46,000","$11,933 "
Jaipur,2011,Gasoline,Manual,First,16.5,1198,5,"46,000","$4,282 "
Kolkata,2011,Gasoline,Manual,First,15.3,1598,5,"46,000","$3,299 "
Mumbai,2014,Gasoline,Manual,First,15,1598,5,"46,000","$6,247 "
Kolkata,2015,Gasoline,Manual,First,14.3,1798,5,"46,000","$9,757 "
Mumbai,2011,Gasoline,Automatic,First,13.7,1798,5,"46,000","$6,879 "
Bangalore,2011,Gasoline,Manual,First,13.4,1798,5,"46,000","$7,721 "
Mumbai,2014,Diesel,Automatic,First,13,2143,5,"46,000","$32,641 "
Delhi,2013,Diesel,Automatic,First,12,2987,7,"46,000","$50,541 "
Hyderabad,2010,Diesel,Automatic,First,11.8,2987,7,"46,000","$39,309 "
Hyderabad,2014,Diesel,Manual,Second,20.1,1498,5,"46,000","$8,283 "
Bangalore,2008,Gasoline,Manual,Second,17.9,1086,5,"46,000","$3,117 "
Delhi,2011,Diesel,Automatic,Second,16.6,1968,5,"46,000","$15,429 "
Pune,2013,Diesel,Automatic,Second,16.4,2179,5,"46,000","$33,694 "
Delhi,2012,Diesel,Manual,First,10.5,2835,6,"45,999","$15,443 "
Bangalore,2013,Diesel,Automatic,Second,17.1,1968,5,"45,979","$27,376 "
Coimbatore,2015,Gasoline,Manual,First,19.1,1197,5,"45,960","$7,806 "
Kochi,2012,Diesel,Automatic,First,11.4,2953,7,"45,840","$11,807 "
Kolkata,2010,Gasoline,Manual,First,18.5,1197,5,"45,807","$2,625 "
Hyderabad,2014,Diesel,Manual,First,22.7,1498,5,"45,800","$10,529 "
Coimbatore,2016,Diesel,Automatic,First,13,2199,7,"45,794","$29,019 "
Kochi,2016,Diesel,Manual,First,25.2,1248,5,"45,725","$7,497 "
Kochi,2014,Gasoline,Automatic,First,11.8,3498,7,"45,710","$33,244 "
Jaipur,2014,Gasoline,Manual,Second,22.7,796,5,"45,700","$3,397 "
Hyderabad,2016,Diesel,Manual,First,27.3,1498,5,"45,671","$10,108 "
Delhi,2012,Gasoline,Manual,Second,22.5,998,5,"45,631","$3,847 "
Kolkata,2014,Diesel,Manual,First,20.8,1248,7,"45,617","$8,213 "
Mumbai,2014,Diesel,Manual,First,15.1,2179,7,"45,600","$11,582 "
Kolkata,2011,Gasoline,Manual,First,17.6,1496,5,"45,560","$3,089 "
Kochi,2016,Gasoline,Automatic,First,16.9,1197,5,"45,560","$8,901 "
Coimbatore,2018,Diesel,Manual,First,26,1498,5,"45,555","$16,468 "
Coimbatore,2014,Diesel,Automatic,First,23.8,1998,5,"45,535","$27,250 "
Kolkata,2011,Gasoline,Manual,First,17,1497,5,"45,501","$4,352 "
Pune,2012,Gasoline,Manual,First,17,1497,5,"45,496","$6,669 "
Hyderabad,2016,Diesel,Automatic,First,21.5,1498,5,"45,492","$14,460 "
Coimbatore,2016,Diesel,Manual,First,27.3,1498,5,"45,449","$10,501 "
Coimbatore,2014,Gasoline,Manual,Second,21.1,814,5,"45,407","$4,759 "
Delhi,2016,Diesel,Manual,First,28.4,1248,5,"45,376","$8,072 "
Coimbatore,2017,Diesel,Manual,First,25.1,1498,5,"45,366","$15,274 "
Kochi,2017,Diesel,Manual,First,24.3,1248,5,"45,362","$13,169 "
Bangalore,2013,Diesel,Manual,Second,19,1461,5,"45,348","$9,617 "
Kochi,2013,Diesel,Automatic,First,16.6,1968,5,"45,330","$18,517 "
Jaipur,2013,Diesel,Automatic,Second,11.2,2993,4,"45,306","$59,666 "
Kolkata,2016,Diesel,Manual,First,25.1,1248,5,"45,296","$9,813 "
Hyderabad,2015,Gasoline,Manual,First,18.9,998,5,"45,295","$6,037 "
Pune,2012,Gasoline,Manual,First,20.4,1197,5,"45,275","$3,931 "
Pune,2010,Gasoline,Manual,First,18.9,1197,5,"45,252","$3,159 "
Kochi,2014,Diesel,Manual,First,12.1,2179,8,"45,239","$9,954 "
Mumbai,2013,Diesel,Automatic,First,16.6,1968,5,"45,200","$18,953 "
Kolkata,2005,Gasoline,Manual,First,13.2,1495,5,"45,200","$1,264 "
Mumbai,2013,Diesel,Automatic,First,10,2148,5,"45,200","$32,290 "
Kolkata,2016,Diesel,Manual,First,22.7,1598,5,"45,194","$10,880 "
Coimbatore,2016,Diesel,Automatic,First,12.1,2967,7,"45,180","$70,504 "
Kochi,2012,Gasoline,Automatic,First,17,1197,5,"45,178","$4,886 "
Bangalore,2016,Diesel,Automatic,First,16.1,1995,5,"45,165","$58,613 "
Kolkata,2014,Diesel,Manual,First,23.6,1364,5,"45,155","$9,125 "
Kolkata,2014,Diesel,Manual,First,12.1,2179,8,"45,128","$9,476 "
Hyderabad,2012,Diesel,Manual,First,23.5,1498,5,"45,122","$8,423 "
Coimbatore,2014,Gasoline,Automatic,First,15,1396,5,"45,051","$8,367 "
Kolkata,2014,Diesel,Manual,First,25.8,1498,5,"45,044","$5,194 "
Bangalore,2013,Gasoline,Manual,Second,21.1,814,5,"45,010","$4,142 "
Kolkata,2010,Gasoline,Manual,First,17,1497,5,"45,008","$4,212 "
Coimbatore,2011,Diesel,Manual,First,12.8,2494,7,"45,004","$13,309 "
Delhi,2014,Diesel,Manual,Second,20,1399,5,"45,001","$3,580 "
Chennai,2014,Diesel,Manual,First,28.1,1248,5,"45,000","$9,617 "
Kolkata,2013,Diesel,Manual,First,27.4,1498,5,"45,000","$4,563 "
Kolkata,2014,Diesel,Manual,First,26,1498,5,"45,000","$6,669 "
Hyderabad,2015,Diesel,Manual,First,25.8,1498,5,"45,000","$7,721 "
Kolkata,2015,Diesel,Manual,First,25.2,1248,5,"45,000","$4,984 "
Chennai,2016,Gasoline,Manual,First,25.2,799,5,"45,000","$3,650 "
Bangalore,2017,Diesel,Manual,First,24.3,1248,5,"45,000","$13,688 "
Chennai,2016,Diesel,Manual,First,24.3,1248,5,"45,000","$10,038 "
Kolkata,2014,Diesel,Manual,First,24.2,1498,7,"45,000","$7,020 "
Delhi,2014,Diesel,Manual,First,24,1120,5,"45,000","$4,900 "
Kolkata,2014,Diesel,Manual,First,23.6,1364,5,"45,000","$4,563 "
Kolkata,2014,Diesel,Manual,First,23.4,1248,5,"45,000","$5,405 "
Pune,2018,Diesel,Manual,First,23,1248,5,"45,000","$7,370 "
Kolkata,2017,Diesel,Manual,First,23,1248,5,"45,000","$5,265 "
Hyderabad,2015,Diesel,Manual,First,22.7,1498,5,"45,000","$12,495 "
Kolkata,2016,Diesel,Manual,First,22.7,1598,5,"45,000","$9,827 "
Kolkata,2014,Diesel,Manual,First,22.7,1582,5,"45,000","$9,827 "
Chennai,2012,Diesel,Manual,First,22.3,1582,5,"45,000","$8,774 "
Kolkata,2014,Diesel,Manual,First,22.1,1248,5,"45,000","$3,482 "
Kolkata,2013,Diesel,Manual,First,22.1,1248,5,"45,000","$4,212 "
Mumbai,2012,Diesel,Manual,First,22.1,1199,5,"45,000","$5,054 "
Kolkata,2013,Diesel,Manual,First,22.1,1199,5,"45,000","$4,563 "
Kolkata,2012,Diesel,Manual,First,22.1,1199,5,"45,000","$4,198 "
Kolkata,2015,Diesel,Manual,First,21.9,1396,5,"45,000","$4,843 "
Kolkata,2015,Diesel,Automatic,First,21.7,1498,5,"45,000","$5,967 "
Kolkata,2015,Diesel,Manual,First,21.4,1364,5,"45,000","$10,319 "
Chennai,2012,Gasoline,Manual,First,21.1,814,5,"45,000","$3,510 "
Mumbai,2013,Diesel,Manual,First,20.5,1598,5,"45,000","$5,124 "
Hyderabad,2012,Gasoline,Manual,First,20.4,1197,5,"45,000","$5,124 "
Pune,2013,Gasoline,Manual,First,20.4,1197,5,"45,000","$4,984 "
Bangalore,2016,Diesel,Automatic,First,19.6,1461,5,"45,000","$16,145 "
Kolkata,2014,Gasoline,Manual,First,19.1,1197,5,"45,000","$5,602 "
Kolkata,2015,Gasoline,Manual,First,18.7,1199,5,"45,000","$6,669 "
Kolkata,2010,Gasoline,Manual,First,18.5,1197,5,"45,000","$2,667 "
Kolkata,2013,Gasoline,Manual,First,18.4,1198,5,"45,000","$2,457 "
Hyderabad,2015,Diesel,Automatic,First,18.3,1968,5,"45,000","$35,098 "
Chennai,2014,Diesel,Manual,First,18.2,1248,8,"45,000","$6,669 "
Ahmedabad,2016,Diesel,Automatic,First,17.3,1968,5,"45,000","$37,905 "
Kolkata,2013,Diesel,Automatic,First,17.3,1968,5,"45,000","$21,410 "
Bangalore,2014,Gasoline,Manual,First,17.1,1591,5,"45,000","$10,529 "
Bangalore,2016,Diesel,Automatic,First,17.1,1995,5,"45,000","$40,011 "
Hyderabad,2014,Diesel,Automatic,First,17.1,1995,5,"45,000","$30,184 "
Kolkata,2012,Diesel,Automatic,First,17,1896,5,"45,000","$9,813 "
Mumbai,2013,Gasoline,Manual,First,17,1497,5,"45,000","$6,388 "
Kolkata,2013,Gasoline,Manual,First,17,1498,5,"45,000","$3,369 "
Kolkata,2015,Gasoline,Automatic,First,16.8,1497,5,"45,000","$7,370 "
Kolkata,2010,Gasoline,Manual,First,16.7,1198,5,"45,000","$2,794 "
Jaipur,2017,Diesel,Manual,First,16.3,1956,5,"45,000","$28,078 "
Kolkata,2010,Gasoline,Manual,First,16,1198,5,"45,000","$2,808 "
Chennai,2016,Diesel,Automatic,First,16,2993,5,"45,000","$80,022 "
Chennai,2014,Diesel,Manual,First,15.8,2148,5,"45,000","$32,290 "
Bangalore,2014,Gasoline,Automatic,First,15.7,1591,5,"45,000","$10,529 "
Pune,2011,Gasoline,Manual,First,15.1,1196,7,"45,000","$3,159 "
Mumbai,2014,Gasoline,Manual,First,15,1598,5,"45,000","$6,739 "
Hyderabad,2010,Diesel,Automatic,First,14.7,2993,6,"45,000","$56,156 "
Mumbai,2011,Gasoline,Automatic,First,14.4,1598,5,"45,000","$4,703 "
Pune,2016,Diesel,Automatic,First,14.2,2143,5,"45,000","$47,733 "
Mumbai,2015,Diesel,Manual,First,13,2494,7,"45,000","$18,602 "
Ahmedabad,2013,Gasoline,Manual,First,11.7,2359,5,"45,000","$11,091 "
Chennai,2015,Diesel,Automatic,First,11.3,2987,7,"45,000","$78,619 "
Delhi,2013,Diesel,Manual,Second,25.8,1498,5,"45,000","$4,633 "
Bangalore,2012,Gasoline,Manual,Second,19.4,1198,5,"45,000","$5,124 "
Pune,2013,Gasoline,Manual,Second,19.4,1198,5,"45,000","$4,563 "
Delhi,2015,Gasoline,Manual,Second,18.6,1197,5,"45,000","$7,721 "
Bangalore,2014,Gasoline,Manual,Second,17,1591,5,"45,000","$9,476 "
Ahmedabad,2008,Diesel,Automatic,Second,16.8,2967,5,"45,000","$16,145 "
Kolkata,2009,Gasoline,Manual,Second,14.5,1798,5,"45,000","$4,633 "
Bangalore,2014,Diesel,Automatic,Second,12.1,2967,7,"45,000","$53,208 "
Mumbai,2011,Gasoline,Automatic,Second,11.7,1796,5,"45,000","$18,953 "
Delhi,2014,Diesel,Automatic,First,12.8,1968,5,"44,999","$35,098 "
Kochi,2014,Diesel,Automatic,First,19.3,2143,5,"44,965","$25,200 "
Kochi,2017,Diesel,Manual,First,19.7,1582,5,"44,887","$17,029 "
Kochi,2016,Diesel,Automatic,Second,22.3,1582,5,"44,875","$11,245 "
Pune,2017,Diesel,Manual,First,19.7,1582,5,"44,865","$18,742 "
Coimbatore,2015,Gasoline,Manual,Second,14.6,1368,5,"44,846","$7,595 "
Coimbatore,2015,Diesel,Automatic,First,17.1,1968,5,"44,811","$36,235 "
Kochi,2016,Diesel,Automatic,First,21.2,1498,5,"44,782","$9,996 "
Coimbatore,2014,Gasoline,Manual,First,18,1198,5,"44,753","$6,935 "
Coimbatore,2011,Gasoline,Manual,Second,16.5,1198,5,"44,748","$6,865 "
Hyderabad,2008,Gasoline,Manual,First,14.5,1798,5,"44,738","$7,160 "
Coimbatore,2013,Diesel,Manual,Second,20,1399,5,"44,731","$6,093 "
Kochi,2015,Gasoline,Manual,First,20.7,1373,5,"44,620","$9,729 "
Kochi,2014,Gasoline,Manual,First,18.5,1197,5,"44,612","$5,714 "
Hyderabad,2014,Gasoline,Automatic,First,23.1,998,5,"44,600","$6,388 "
Delhi,2012,Diesel,Automatic,First,15.2,1968,5,"44,555","$18,953 "
Kochi,2014,Gasoline,Manual,First,18.5,1197,5,"44,525","$6,528 "
Hyderabad,2017,Diesel,Manual,First,23.4,1248,5,"44,504","$7,862 "
Coimbatore,2016,Diesel,Manual,First,22.5,1396,5,"44,487","$10,248 "
Coimbatore,2012,Diesel,Automatic,First,22.5,1995,5,"44,450","$34,648 "
Bangalore,2016,Diesel,Automatic,First,17.9,2143,5,"44,414","$59,666 "
Coimbatore,2018,Gasoline,Manual,First,15.8,1591,5,"44,383","$18,602 "
Kochi,2013,Diesel,Manual,First,25.4,936,5,"44,378","$5,405 "
Hyderabad,2016,Diesel,Manual,First,27.3,1498,5,"44,345","$8,564 "
Coimbatore,2016,Diesel,Automatic,First,17,1968,5,"44,340","$19,416 "
Delhi,2015,Gasoline,Manual,First,19.4,1198,5,"44,328","$5,335 "
Kolkata,2014,Gasoline,Manual,Second,18.9,1197,5,"44,300","$3,229 "
Kochi,2017,Gasoline,Manual,First,20.7,1373,5,"44,285","$10,487 "
Coimbatore,2014,Diesel,Manual,First,25.2,1248,5,"44,282","$8,409 "
Coimbatore,2016,Gasoline,Manual,First,18.6,1197,5,"44,238","$9,434 "
Kochi,2012,Gasoline,Manual,First,17.6,1496,5,"44,223","$5,602 "
Kochi,2018,CNG,Manual,First,32.3,998,4,"44,202","$5,616 "
Pune,2009,Gasoline,Manual,Second,18,995,5,"44,200","$2,246 "
Chennai,2003,Gasoline,Manual,Second,11.7,1997,5,"44,200","$2,106 "
Coimbatore,2015,Diesel,Automatic,First,16.4,2179,5,"44,194","$46,048 "
Coimbatore,2016,Gasoline,Manual,First,18.9,1197,5,"44,178","$8,255 "
Ahmedabad,2016,Diesel,Automatic,First,18.1,1995,5,"44,001","$48,449 "
Hyderabad,2014,Gasoline,Automatic,First,23.1,998,5,"44,000","$6,037 "
Kolkata,2013,Diesel,Manual,First,22.8,1498,5,"44,000","$6,879 "
Mumbai,2015,Diesel,Manual,First,22.7,1498,5,"44,000","$10,319 "
Delhi,2015,Diesel,Manual,First,22.5,1396,5,"44,000","$7,511 "
Delhi,2017,Gasoline,Automatic,First,21.4,1197,5,"44,000","$8,704 "
Mumbai,2015,Diesel,Manual,First,21.1,1498,5,"44,000","$8,072 "
Delhi,2017,Diesel,Manual,First,19.7,1582,5,"44,000","$17,549 "
Kolkata,2011,Gasoline,Automatic,First,19.2,1198,5,"44,000","$3,720 "
Kolkata,2011,Gasoline,Manual,First,18.1,1198,5,"44,000","$3,720 "
Mumbai,2006,Gasoline,Manual,First,17.7,1497,5,"44,000","$2,176 "
Mumbai,2013,Gasoline,Automatic,First,17.1,1591,5,"44,000","$7,862 "
Ahmedabad,2014,Gasoline,Manual,First,16.5,1198,5,"44,000","$6,037 "
Kolkata,2006,Gasoline,Automatic,First,16.4,1497,5,"44,000","$2,106 "
Kolkata,2013,Diesel,Manual,First,16,2179,7,"44,000","$10,178 "
Chennai,2013,Diesel,Automatic,First,14.2,1968,5,"44,000","$45,627 "
Delhi,2017,Diesel,Automatic,First,12.7,2179,5,"44,000","$61,772 "
Pune,2012,Gasoline,Manual,Second,19.8,1086,5,"44,000","$4,071 "
Bangalore,2013,Gasoline,Manual,Second,18,1198,5,"44,000","$6,107 "
Bangalore,2006,Gasoline,Manual,Second,15.3,1341,5,"44,000","$2,457 "
Kochi,2015,Gasoline,Manual,First,21.1,814,5,"43,993","$4,843 "
Kochi,2016,Gasoline,Automatic,First,15.6,1499,5,"43,983","$10,642 "
Chennai,2017,Gasoline,Manual,First,21.4,1197,5,"43,917","$9,547 "
Kochi,2018,CNG,Manual,First,15.1,1196,5,"43,912","$6,079 "
Delhi,2014,Diesel,Manual,First,22.5,1396,5,"43,900","$9,476 "
Pune,2011,Gasoline,Manual,First,18.9,998,5,"43,874","$3,440 "
Kochi,2015,Gasoline,Manual,First,20.5,998,5,"43,828","$4,942 "
Coimbatore,2017,Diesel,Automatic,First,13.2,2967,5,"43,827","$51,706 "
Coimbatore,2017,Diesel,Automatic,First,15,2143,5,"43,812","$28,471 "
Chennai,2011,Diesel,Automatic,Second,14.2,2143,5,"43,800","$23,515 "
Kochi,2017,Diesel,Manual,First,20.8,1248,7,"43,775","$11,610 "
Kochi,2017,Diesel,Manual,First,16,2179,7,"43,773","$19,009 "
Pune,2014,Gasoline,Manual,First,17,1497,5,"43,772","$8,915 "
Coimbatore,2012,Gasoline,Manual,First,20.4,1197,5,"43,766","$6,037 "
Kochi,2008,Gasoline,Manual,First,18,995,5,"43,761","$2,457 "
Mumbai,2016,Gasoline,Manual,First,17.6,1193,5,"43,706","$5,616 "
Pune,2011,Gasoline,Automatic,First,10.9,2497,5,"43,706","$12,635 "
Kochi,2018,Gasoline,Manual,First,18.9,1197,5,"43,698","$8,143 "
Mumbai,2015,Diesel,Automatic,First,12.6,2982,7,"43,690","$24,021 "
Coimbatore,2011,Gasoline,Automatic,First,10.5,5000,4,"43,686","$71,122 "
Kochi,2018,Gasoline,Manual,First,21.1,998,5,"43,639","$11,442 "
Mumbai,2014,Gasoline,Manual,First,22.5,998,5,"43,628","$4,436 "
Kolkata,2007,Gasoline,Automatic,First,11.7,1796,5,"43,627","$40,713 "
Kolkata,2009,Gasoline,Automatic,First,10.9,3498,5,"43,600","$14,376 "
Jaipur,2015,Gasoline,Manual,First,20.4,1197,5,"43,571","$4,984 "
Bangalore,2014,Gasoline,Manual,First,19.4,1198,5,"43,521","$5,967 "
Kolkata,2012,Diesel,Automatic,First,14.7,2993,5,"43,510","$28,780 "
Pune,2013,Diesel,Manual,First,20.8,1248,7,"43,486","$9,266 "
Coimbatore,2017,Diesel,Automatic,First,15,2143,5,"43,477","$53,559 "
Kochi,2017,Diesel,Automatic,First,15,2143,5,"43,368","$44,841 "
Coimbatore,2012,Gasoline,Manual,First,17.9,1086,5,"43,337","$4,661 "
Kochi,2014,Gasoline,Manual,First,18.9,999,5,"43,316","$8,732 "
Kolkata,2013,Diesel,Manual,First,23.4,1248,5,"43,284","$6,318 "
Coimbatore,2016,Diesel,Automatic,First,13,2143,5,"43,252","$47,985 "
Pune,2017,Diesel,Manual,First,13.7,2393,7,"43,200","$26,113 "
Kochi,2015,Diesel,Manual,First,19,1461,5,"43,190","$10,684 "
Kochi,2016,Gasoline,Manual,First,20.7,1373,5,"43,152","$10,319 "
Coimbatore,2018,Diesel,Manual,First,23.6,1364,5,"43,127","$9,617 "
Mumbai,2014,Gasoline,Manual,First,17.3,1497,7,"43,081","$7,370 "
Kolkata,2014,Diesel,Manual,First,24,1120,5,"43,068","$4,914 "
Coimbatore,2015,Gasoline,Manual,First,18.9,998,5,"43,053","$6,528 "
Coimbatore,2016,Gasoline,Manual,First,18.9,1197,5,"43,041","$8,437 "
Mumbai,2016,Diesel,Automatic,First,17.9,2143,5,"43,022","$34,887 "
Kolkata,2009,Gasoline,Manual,First,20.4,1197,5,"43,002","$2,695 "
Hyderabad,2016,Diesel,Manual,First,27.3,1498,5,"43,000","$10,880 "
Kolkata,2015,Diesel,Manual,First,26.6,1248,5,"43,000","$7,721 "
Bangalore,2013,Diesel,Manual,First,20.5,1598,5,"43,000","$8,353 "
Kolkata,2011,Gasoline,Manual,First,20.4,1197,5,"43,000","$3,496 "
Kolkata,2015,Diesel,Manual,First,19.7,1582,5,"43,000","$12,986 "
Kolkata,2017,Gasoline,Manual,First,18.2,1198,5,"43,000","$6,318 "
Kolkata,2011,Gasoline,Manual,First,18.1,1198,5,"43,000","$2,990 "
Mumbai,2013,Diesel,Automatic,First,17.1,1995,5,"43,000","$24,568 "
Kolkata,2009,Gasoline,Manual,First,17,1197,5,"43,000","$2,794 "
Kolkata,2013,Diesel,Manual,First,16,2179,7,"43,000","$9,827 "
Pune,2015,Gasoline,Automatic,First,14.5,1794,5,"43,000","$17,549 "
Hyderabad,2016,Diesel,Automatic,First,14.2,1968,5,"43,000","$55,454 "
Pune,2017,Diesel,Manual,First,13.7,2393,7,"43,000","$26,183 "
Chennai,2016,Diesel,Automatic,First,10.9,3198,7,"43,000","$37,203 "
Bangalore,2017,Diesel,Manual,Second,22.5,1396,5,"43,000","$11,512 "
Pune,2010,Gasoline,Manual,Second,17,1497,5,"43,000","$5,910 "
Delhi,2010,Gasoline,Manual,Second,16.8,1497,5,"43,000","$5,265 "
Kolkata,2011,Gasoline,Manual,Second,16.5,1198,5,"43,000","$2,948 "
Chennai,2014,Diesel,Automatic,Second,16.4,2179,5,"43,000","$37,203 "
Bangalore,2012,Diesel,Automatic,Second,11.7,2199,7,"43,000","$15,092 "
Coimbatore,2015,Diesel,Manual,First,15.1,2179,7,"42,999","$16,173 "
Hyderabad,2014,Diesel,Automatic,First,17,1968,5,"42,939","$17,535 "
Coimbatore,2015,Diesel,Manual,First,23.2,1248,5,"42,894","$7,848 "
Kochi,2017,Gasoline,Manual,First,19.8,1086,5,"42,883","$5,995 "
Kochi,2016,Diesel,Automatic,First,19.1,1582,5,"42,876","$13,070 "
Kochi,2015,Diesel,Manual,First,26,1498,5,"42,831","$9,982 "
Delhi,2016,Diesel,Manual,First,21.4,1396,5,"42,784","$14,278 "
Coimbatore,2012,Gasoline,Manual,First,17,1497,5,"42,750","$8,887 "
Coimbatore,2015,Diesel,Automatic,Second,14.2,1968,5,"42,747","$55,412 "
Kochi,2012,Diesel,Manual,First,25.4,936,5,"42,706","$3,369 "
Jaipur,2016,Gasoline,Manual,First,23.8,1199,5,"42,700","$5,054 "
Mumbai,2016,Gasoline,Automatic,First,18,1497,5,"42,666","$12,565 "
Coimbatore,2017,Diesel,Automatic,First,19.6,1461,5,"42,646","$17,493 "
Hyderabad,2012,Diesel,Manual,First,23,1396,5,"42,600","$7,005 "
Kochi,2012,Gasoline,Manual,First,20.4,1197,5,"42,591","$4,492 "
Mumbai,2015,Gasoline,Manual,First,18.6,1197,5,"42,575","$7,090 "
Kochi,2017,Gasoline,Manual,First,20.4,1197,5,"42,527","$7,399 "
Kolkata,2011,Diesel,Automatic,First,18.3,1968,5,"42,500","$7,370 "
Pune,2008,CNG,Manual,First,26.3,998,5,"42,496","$1,965 "
Kochi,2011,Diesel,Automatic,First,14.8,2143,5,"42,408","$14,713 "
Coimbatore,2010,Gasoline,Automatic,Third,8,4806,4,"42,400","$60,241 "
Ahmedabad,2016,Diesel,Automatic,First,11.4,2755,7,"42,388","$25,270 "
